NUTScode,NUTSlevel,regionName,Value,Year
AT,0,Austria,25700,2000
AT,0,Austria,25700,2001
AT,0,Austria,26700,2002
AT,0,Austria,27100,2003
AT,0,Austria,28500,2004
AT,0,Austria,29600,2005
AT,0,Austria,31000,2006
AT,0,Austria,32300,2007
AT,0,Austria,32500,2008
AT,0,Austria,30900,2009
AT,0,Austria,32000,2010
AT,0,Austria,33400,2011
AT,0,Austria,34900,2012
AT,0,Austria,35100,2013
AT,0,Austria,35700,2014
AT,0,Austria,36900,2015
AT,0,Austria,37200,2016
AT,0,Austria,38100,2017
AT1,1,Ostösterreich,27500,2000
AT1,1,Ostösterreich,27500,2001
AT1,1,Ostösterreich,28600,2002
AT1,1,Ostösterreich,28700,2003
AT1,1,Ostösterreich,30000,2004
AT1,1,Ostösterreich,30800,2005
AT1,1,Ostösterreich,32200,2006
AT1,1,Ostösterreich,33300,2007
AT1,1,Ostösterreich,33500,2008
AT1,1,Ostösterreich,32100,2009
AT1,1,Ostösterreich,33000,2010
AT1,1,Ostösterreich,34100,2011
AT1,1,Ostösterreich,35400,2012
AT1,1,Ostösterreich,35400,2013
AT1,1,Ostösterreich,35900,2014
AT1,1,Ostösterreich,37000,2015
AT1,1,Ostösterreich,37000,2016
AT1,1,Ostösterreich,37700,2017
AT11,2,Burgenland (AT),16700,2000
AT11,2,Burgenland (AT),16800,2001
AT11,2,Burgenland (AT),17800,2002
AT11,2,Burgenland (AT),18300,2003
AT11,2,Burgenland (AT),19400,2004
AT11,2,Burgenland (AT),19600,2005
AT11,2,Burgenland (AT),20200,2006
AT11,2,Burgenland (AT),20900,2007
AT11,2,Burgenland (AT),20800,2008
AT11,2,Burgenland (AT),20300,2009
AT11,2,Burgenland (AT),21300,2010
AT11,2,Burgenland (AT),22100,2011
AT11,2,Burgenland (AT),23700,2012
AT11,2,Burgenland (AT),23900,2013
AT11,2,Burgenland (AT),24600,2014
AT11,2,Burgenland (AT),25800,2015
AT11,2,Burgenland (AT),25700,2016
AT11,2,Burgenland (AT),27100,2017
AT12,2,Niederösterreich,21100,2000
AT12,2,Niederösterreich,20800,2001
AT12,2,Niederösterreich,21500,2002
AT12,2,Niederösterreich,22000,2003
AT12,2,Niederösterreich,23400,2004
AT12,2,Niederösterreich,23900,2005
AT12,2,Niederösterreich,25100,2006
AT12,2,Niederösterreich,26500,2007
AT12,2,Niederösterreich,26700,2008
AT12,2,Niederösterreich,25300,2009
AT12,2,Niederösterreich,26100,2010
AT12,2,Niederösterreich,27300,2011
AT12,2,Niederösterreich,28500,2012
AT12,2,Niederösterreich,28700,2013
AT12,2,Niederösterreich,29300,2014
AT12,2,Niederösterreich,30500,2015
AT12,2,Niederösterreich,30400,2016
AT12,2,Niederösterreich,31100,2017
AT13,2,Wien,35800,2000
AT13,2,Wien,36000,2001
AT13,2,Wien,37400,2002
AT13,2,Wien,37100,2003
AT13,2,Wien,38200,2004
AT13,2,Wien,39400,2005
AT13,2,Wien,41000,2006
AT13,2,Wien,41800,2007
AT13,2,Wien,42100,2008
AT13,2,Wien,40600,2009
AT13,2,Wien,41500,2010
AT13,2,Wien,42500,2011
AT13,2,Wien,43800,2012
AT13,2,Wien,43500,2013
AT13,2,Wien,43700,2014
AT13,2,Wien,44700,2015
AT13,2,Wien,44700,2016
AT13,2,Wien,45200,2017
AT2,1,Südösterreich,21800,2000
AT2,1,Südösterreich,21900,2001
AT2,1,Südösterreich,22600,2002
AT2,1,Südösterreich,23200,2003
AT2,1,Südösterreich,24600,2004
AT2,1,Südösterreich,25800,2005
AT2,1,Südösterreich,26800,2006
AT2,1,Südösterreich,28300,2007
AT2,1,Südösterreich,28300,2008
AT2,1,Südösterreich,26800,2009
AT2,1,Südösterreich,27800,2010
AT2,1,Südösterreich,29200,2011
AT2,1,Südösterreich,30700,2012
AT2,1,Südösterreich,30700,2013
AT2,1,Südösterreich,31500,2014
AT2,1,Südösterreich,32500,2015
AT2,1,Südösterreich,32500,2016
AT2,1,Südösterreich,33900,2017
AT21,2,Kärnten,21300,2000
AT21,2,Kärnten,21100,2001
AT21,2,Kärnten,22100,2002
AT21,2,Kärnten,22700,2003
AT21,2,Kärnten,23800,2004
AT21,2,Kärnten,24900,2005
AT21,2,Kärnten,26000,2006
AT21,2,Kärnten,27500,2007
AT21,2,Kärnten,27400,2008
AT21,2,Kärnten,25900,2009
AT21,2,Kärnten,26800,2010
AT21,2,Kärnten,28400,2011
AT21,2,Kärnten,29400,2012
AT21,2,Kärnten,29400,2013
AT21,2,Kärnten,30200,2014
AT21,2,Kärnten,31200,2015
AT21,2,Kärnten,31600,2016
AT21,2,Kärnten,32600,2017
AT22,2,Steiermark,22100,2000
AT22,2,Steiermark,22200,2001
AT22,2,Steiermark,22800,2002
AT22,2,Steiermark,23400,2003
AT22,2,Steiermark,24900,2004
AT22,2,Steiermark,26200,2005
AT22,2,Steiermark,27200,2006
AT22,2,Steiermark,28700,2007
AT22,2,Steiermark,28700,2008
AT22,2,Steiermark,27200,2009
AT22,2,Steiermark,28200,2010
AT22,2,Steiermark,29600,2011
AT22,2,Steiermark,31300,2012
AT22,2,Steiermark,31300,2013
AT22,2,Steiermark,32100,2014
AT22,2,Steiermark,33100,2015
AT22,2,Steiermark,33000,2016
AT22,2,Steiermark,34500,2017
AT3,1,Westösterreich,25900,2000
AT3,1,Westösterreich,26000,2001
AT3,1,Westösterreich,27000,2002
AT3,1,Westösterreich,27600,2003
AT3,1,Westösterreich,29000,2004
AT3,1,Westösterreich,30500,2005
AT3,1,Westösterreich,31900,2006
AT3,1,Westösterreich,33400,2007
AT3,1,Westösterreich,33600,2008
AT3,1,Westösterreich,32000,2009
AT3,1,Westösterreich,33300,2010
AT3,1,Westösterreich,34900,2011
AT3,1,Westösterreich,36800,2012
AT3,1,Westösterreich,37100,2013
AT3,1,Westösterreich,37900,2014
AT3,1,Westösterreich,39300,2015
AT3,1,Westösterreich,40000,2016
AT3,1,Westösterreich,40800,2017
AT31,2,Oberösterreich,24800,2000
AT31,2,Oberösterreich,25000,2001
AT31,2,Oberösterreich,25800,2002
AT31,2,Oberösterreich,26500,2003
AT31,2,Oberösterreich,27700,2004
AT31,2,Oberösterreich,29300,2005
AT31,2,Oberösterreich,30600,2006
AT31,2,Oberösterreich,32000,2007
AT31,2,Oberösterreich,32600,2008
AT31,2,Oberösterreich,30700,2009
AT31,2,Oberösterreich,31900,2010
AT31,2,Oberösterreich,33700,2011
AT31,2,Oberösterreich,35300,2012
AT31,2,Oberösterreich,35800,2013
AT31,2,Oberösterreich,36500,2014
AT31,2,Oberösterreich,37700,2015
AT31,2,Oberösterreich,37800,2016
AT31,2,Oberösterreich,39000,2017
AT32,2,Salzburg,28300,2000
AT32,2,Salzburg,28200,2001
AT32,2,Salzburg,29400,2002
AT32,2,Salzburg,30100,2003
AT32,2,Salzburg,31800,2004
AT32,2,Salzburg,33100,2005
AT32,2,Salzburg,35000,2006
AT32,2,Salzburg,37200,2007
AT32,2,Salzburg,37000,2008
AT32,2,Salzburg,35200,2009
AT32,2,Salzburg,37400,2010
AT32,2,Salzburg,39100,2011
AT32,2,Salzburg,41400,2012
AT32,2,Salzburg,40900,2013
AT32,2,Salzburg,41400,2014
AT32,2,Salzburg,43200,2015
AT32,2,Salzburg,44800,2016
AT32,2,Salzburg,45400,2017
AT33,2,Tirol,25900,2000
AT33,2,Tirol,26100,2001
AT33,2,Tirol,27200,2002
AT33,2,Tirol,28000,2003
AT33,2,Tirol,29200,2004
AT33,2,Tirol,30900,2005
AT33,2,Tirol,32400,2006
AT33,2,Tirol,33500,2007
AT33,2,Tirol,33100,2008
AT33,2,Tirol,32000,2009
AT33,2,Tirol,32900,2010
AT33,2,Tirol,34400,2011
AT33,2,Tirol,36600,2012
AT33,2,Tirol,37000,2013
AT33,2,Tirol,37800,2014
AT33,2,Tirol,39300,2015
AT33,2,Tirol,40200,2016
AT33,2,Tirol,40900,2017
AT34,2,Vorarlberg,26300,2000
AT34,2,Vorarlberg,26600,2001
AT34,2,Vorarlberg,27900,2002
AT34,2,Vorarlberg,28000,2003
AT34,2,Vorarlberg,29400,2004
AT34,2,Vorarlberg,30600,2005
AT34,2,Vorarlberg,31800,2006
AT34,2,Vorarlberg,33500,2007
AT34,2,Vorarlberg,33800,2008
AT34,2,Vorarlberg,32100,2009
AT34,2,Vorarlberg,33200,2010
AT34,2,Vorarlberg,34800,2011
AT34,2,Vorarlberg,36300,2012
AT34,2,Vorarlberg,37100,2013
AT34,2,Vorarlberg,38100,2014
AT34,2,Vorarlberg,39600,2015
AT34,2,Vorarlberg,41100,2016
AT34,2,Vorarlberg,40600,2017
BE,0,Belgium,24500,2000
BE,0,Belgium,25100,2001
BE,0,Belgium,26200,2002
BE,0,Belgium,26400,2003
BE,0,Belgium,27300,2004
BE,0,Belgium,28300,2005
BE,0,Belgium,29300,2006
BE,0,Belgium,30400,2007
BE,0,Belgium,30100,2008
BE,0,Belgium,28900,2009
BE,0,Belgium,30700,2010
BE,0,Belgium,31300,2011
BE,0,Belgium,32200,2012
BE,0,Belgium,32100,2013
BE,0,Belgium,33000,2014
BE,0,Belgium,34200,2015
BE,0,Belgium,34300,2016
BE,0,Belgium,35000,2017
BE1,1,Région de Bruxelles-Capitale,52300,2003
BE1,1,Région de Bruxelles-Capitale,53800,2004
BE1,1,Région de Bruxelles-Capitale,55900,2005
BE1,1,Région de Bruxelles-Capitale,56300,2006
BE1,1,Région de Bruxelles-Capitale,57300,2007
BE1,1,Région de Bruxelles-Capitale,55700,2008
BE1,1,Région de Bruxelles-Capitale,53800,2009
BE1,1,Région de Bruxelles-Capitale,56100,2010
BE1,1,Région de Bruxelles-Capitale,56900,2011
BE1,1,Région de Bruxelles-Capitale,57700,2012
BE1,1,Région de Bruxelles-Capitale,56800,2013
BE1,1,Région de Bruxelles-Capitale,57900,2014
BE1,1,Région de Bruxelles-Capitale,59200,2015
BE1,1,Région de Bruxelles-Capitale,58400,2016
BE1,1,Région de Bruxelles-Capitale,58700,2017
BE2,1,Vlaams Gewest,26100,2003
BE2,1,Vlaams Gewest,27000,2004
BE2,1,Vlaams Gewest,28100,2005
BE2,1,Vlaams Gewest,29200,2006
BE2,1,Vlaams Gewest,30500,2007
BE2,1,Vlaams Gewest,30200,2008
BE2,1,Vlaams Gewest,28900,2009
BE2,1,Vlaams Gewest,30600,2010
BE2,1,Vlaams Gewest,31300,2011
BE2,1,Vlaams Gewest,32500,2012
BE2,1,Vlaams Gewest,32500,2013
BE2,1,Vlaams Gewest,33500,2014
BE2,1,Vlaams Gewest,34900,2015
BE2,1,Vlaams Gewest,35100,2016
BE2,1,Vlaams Gewest,35900,2017
BE21,2,Prov. Antwerpen,30700,2003
BE21,2,Prov. Antwerpen,32100,2004
BE21,2,Prov. Antwerpen,33900,2005
BE21,2,Prov. Antwerpen,34700,2006
BE21,2,Prov. Antwerpen,36100,2007
BE21,2,Prov. Antwerpen,35800,2008
BE21,2,Prov. Antwerpen,33700,2009
BE21,2,Prov. Antwerpen,35900,2010
BE21,2,Prov. Antwerpen,36600,2011
BE21,2,Prov. Antwerpen,37800,2012
BE21,2,Prov. Antwerpen,37700,2013
BE21,2,Prov. Antwerpen,38900,2014
BE21,2,Prov. Antwerpen,40400,2015
BE21,2,Prov. Antwerpen,40500,2016
BE21,2,Prov. Antwerpen,42100,2017
BE22,2,Prov. Limburg (BE),22100,2003
BE22,2,Prov. Limburg (BE),22400,2004
BE22,2,Prov. Limburg (BE),22700,2005
BE22,2,Prov. Limburg (BE),24000,2006
BE22,2,Prov. Limburg (BE),25100,2007
BE22,2,Prov. Limburg (BE),25100,2008
BE22,2,Prov. Limburg (BE),23200,2009
BE22,2,Prov. Limburg (BE),24700,2010
BE22,2,Prov. Limburg (BE),25700,2011
BE22,2,Prov. Limburg (BE),26400,2012
BE22,2,Prov. Limburg (BE),26300,2013
BE22,2,Prov. Limburg (BE),27400,2014
BE22,2,Prov. Limburg (BE),28600,2015
BE22,2,Prov. Limburg (BE),28300,2016
BE22,2,Prov. Limburg (BE),28900,2017
BE23,2,Prov. Oost-Vlaanderen,23300,2003
BE23,2,Prov. Oost-Vlaanderen,24200,2004
BE23,2,Prov. Oost-Vlaanderen,24900,2005
BE23,2,Prov. Oost-Vlaanderen,25900,2006
BE23,2,Prov. Oost-Vlaanderen,27200,2007
BE23,2,Prov. Oost-Vlaanderen,26800,2008
BE23,2,Prov. Oost-Vlaanderen,26200,2009
BE23,2,Prov. Oost-Vlaanderen,27700,2010
BE23,2,Prov. Oost-Vlaanderen,28400,2011
BE23,2,Prov. Oost-Vlaanderen,29200,2012
BE23,2,Prov. Oost-Vlaanderen,29300,2013
BE23,2,Prov. Oost-Vlaanderen,30000,2014
BE23,2,Prov. Oost-Vlaanderen,31500,2015
BE23,2,Prov. Oost-Vlaanderen,31900,2016
BE23,2,Prov. Oost-Vlaanderen,32400,2017
BE24,2,Prov. Vlaams-Brabant,26900,2003
BE24,2,Prov. Vlaams-Brabant,28000,2004
BE24,2,Prov. Vlaams-Brabant,29100,2005
BE24,2,Prov. Vlaams-Brabant,30600,2006
BE24,2,Prov. Vlaams-Brabant,31800,2007
BE24,2,Prov. Vlaams-Brabant,31500,2008
BE24,2,Prov. Vlaams-Brabant,31100,2009
BE24,2,Prov. Vlaams-Brabant,32300,2010
BE24,2,Prov. Vlaams-Brabant,32800,2011
BE24,2,Prov. Vlaams-Brabant,34600,2012
BE24,2,Prov. Vlaams-Brabant,34800,2013
BE24,2,Prov. Vlaams-Brabant,35400,2014
BE24,2,Prov. Vlaams-Brabant,37200,2015
BE24,2,Prov. Vlaams-Brabant,37000,2016
BE24,2,Prov. Vlaams-Brabant,37500,2017
BE25,2,Prov. West-Vlaanderen,24700,2003
BE25,2,Prov. West-Vlaanderen,25500,2004
BE25,2,Prov. West-Vlaanderen,26300,2005
BE25,2,Prov. West-Vlaanderen,27700,2006
BE25,2,Prov. West-Vlaanderen,29100,2007
BE25,2,Prov. West-Vlaanderen,28400,2008
BE25,2,Prov. West-Vlaanderen,27300,2009
BE25,2,Prov. West-Vlaanderen,29000,2010
BE25,2,Prov. West-Vlaanderen,29700,2011
BE25,2,Prov. West-Vlaanderen,30800,2012
BE25,2,Prov. West-Vlaanderen,31000,2013
BE25,2,Prov. West-Vlaanderen,32300,2014
BE25,2,Prov. West-Vlaanderen,33200,2015
BE25,2,Prov. West-Vlaanderen,33700,2016
BE25,2,Prov. West-Vlaanderen,34400,2017
BE3,1,Région wallonne,19100,2003
BE3,1,Région wallonne,19800,2004
BE3,1,Région wallonne,20500,2005
BE3,1,Région wallonne,21300,2006
BE3,1,Région wallonne,22000,2007
BE3,1,Région wallonne,22300,2008
BE3,1,Région wallonne,21200,2009
BE3,1,Région wallonne,22700,2010
BE3,1,Région wallonne,23000,2011
BE3,1,Région wallonne,23500,2012
BE3,1,Région wallonne,23400,2013
BE3,1,Région wallonne,24000,2014
BE3,1,Région wallonne,24700,2015
BE3,1,Région wallonne,24900,2016
BE3,1,Région wallonne,25300,2017
BE31,2,Prov. Brabant Wallon,26300,2003
BE31,2,Prov. Brabant Wallon,28000,2004
BE31,2,Prov. Brabant Wallon,29300,2005
BE31,2,Prov. Brabant Wallon,30300,2006
BE31,2,Prov. Brabant Wallon,31700,2007
BE31,2,Prov. Brabant Wallon,33000,2008
BE31,2,Prov. Brabant Wallon,31300,2009
BE31,2,Prov. Brabant Wallon,36400,2010
BE31,2,Prov. Brabant Wallon,33700,2011
BE31,2,Prov. Brabant Wallon,34400,2012
BE31,2,Prov. Brabant Wallon,34700,2013
BE31,2,Prov. Brabant Wallon,36700,2014
BE31,2,Prov. Brabant Wallon,37400,2015
BE31,2,Prov. Brabant Wallon,38700,2016
BE31,2,Prov. Brabant Wallon,39500,2017
BE32,2,Prov. Hainaut,17500,2003
BE32,2,Prov. Hainaut,18000,2004
BE32,2,Prov. Hainaut,18600,2005
BE32,2,Prov. Hainaut,19200,2006
BE32,2,Prov. Hainaut,19800,2007
BE32,2,Prov. Hainaut,20000,2008
BE32,2,Prov. Hainaut,18800,2009
BE32,2,Prov. Hainaut,19900,2010
BE32,2,Prov. Hainaut,20600,2011
BE32,2,Prov. Hainaut,21000,2012
BE32,2,Prov. Hainaut,20800,2013
BE32,2,Prov. Hainaut,21300,2014
BE32,2,Prov. Hainaut,22100,2015
BE32,2,Prov. Hainaut,22100,2016
BE32,2,Prov. Hainaut,22400,2017
BE33,2,Prov. Liège,19200,2003
BE33,2,Prov. Liège,19900,2004
BE33,2,Prov. Liège,20600,2005
BE33,2,Prov. Liège,21400,2006
BE33,2,Prov. Liège,22100,2007
BE33,2,Prov. Liège,22200,2008
BE33,2,Prov. Liège,21300,2009
BE33,2,Prov. Liège,22300,2010
BE33,2,Prov. Liège,23200,2011
BE33,2,Prov. Liège,23700,2012
BE33,2,Prov. Liège,23500,2013
BE33,2,Prov. Liège,23900,2014
BE33,2,Prov. Liège,24700,2015
BE33,2,Prov. Liège,24700,2016
BE33,2,Prov. Liège,25200,2017
BE34,2,Prov. Luxembourg (BE),18300,2003
BE34,2,Prov. Luxembourg (BE),18700,2004
BE34,2,Prov. Luxembourg (BE),19300,2005
BE34,2,Prov. Luxembourg (BE),20300,2006
BE34,2,Prov. Luxembourg (BE),20500,2007
BE34,2,Prov. Luxembourg (BE),20200,2008
BE34,2,Prov. Luxembourg (BE),19300,2009
BE34,2,Prov. Luxembourg (BE),20300,2010
BE34,2,Prov. Luxembourg (BE),20700,2011
BE34,2,Prov. Luxembourg (BE),20900,2012
BE34,2,Prov. Luxembourg (BE),20700,2013
BE34,2,Prov. Luxembourg (BE),21000,2014
BE34,2,Prov. Luxembourg (BE),21800,2015
BE34,2,Prov. Luxembourg (BE),21800,2016
BE34,2,Prov. Luxembourg (BE),22000,2017
BE35,2,Prov. Namur,18400,2003
BE35,2,Prov. Namur,18900,2004
BE35,2,Prov. Namur,19600,2005
BE35,2,Prov. Namur,20500,2006
BE35,2,Prov. Namur,21100,2007
BE35,2,Prov. Namur,21300,2008
BE35,2,Prov. Namur,20600,2009
BE35,2,Prov. Namur,21900,2010
BE35,2,Prov. Namur,22100,2011
BE35,2,Prov. Namur,22700,2012
BE35,2,Prov. Namur,22500,2013
BE35,2,Prov. Namur,23000,2014
BE35,2,Prov. Namur,23500,2015
BE35,2,Prov. Namur,23800,2016
BE35,2,Prov. Namur,23900,2017
BG,0,Bulgaria,5600,2000
BG,0,Bulgaria,6000,2001
BG,0,Bulgaria,6600,2002
BG,0,Bulgaria,7100,2003
BG,0,Bulgaria,7700,2004
BG,0,Bulgaria,8700,2005
BG,0,Bulgaria,9400,2006
BG,0,Bulgaria,10600,2007
BG,0,Bulgaria,11300,2008
BG,0,Bulgaria,10800,2009
BG,0,Bulgaria,11400,2010
BG,0,Bulgaria,11800,2011
BG,0,Bulgaria,12200,2012
BG,0,Bulgaria,12200,2013
BG,0,Bulgaria,12800,2014
BG,0,Bulgaria,13600,2015
BG,0,Bulgaria,14200,2016
BG,0,Bulgaria,14800,2017
BG3,1,Severna i yugoiztochna Bulgaria,5200,2000
BG3,1,Severna i yugoiztochna Bulgaria,5300,2001
BG3,1,Severna i yugoiztochna Bulgaria,5800,2002
BG3,1,Severna i yugoiztochna Bulgaria,6100,2003
BG3,1,Severna i yugoiztochna Bulgaria,6500,2004
BG3,1,Severna i yugoiztochna Bulgaria,7300,2005
BG3,1,Severna i yugoiztochna Bulgaria,7500,2006
BG3,1,Severna i yugoiztochna Bulgaria,8100,2007
BG3,1,Severna i yugoiztochna Bulgaria,8600,2008
BG3,1,Severna i yugoiztochna Bulgaria,8000,2009
BG3,1,Severna i yugoiztochna Bulgaria,8300,2010
BG3,1,Severna i yugoiztochna Bulgaria,8700,2011
BG3,1,Severna i yugoiztochna Bulgaria,9200,2012
BG3,1,Severna i yugoiztochna Bulgaria,9300,2013
BG3,1,Severna i yugoiztochna Bulgaria,9900,2014
BG3,1,Severna i yugoiztochna Bulgaria,10200,2015
BG3,1,Severna i yugoiztochna Bulgaria,10700,2016
BG3,1,Severna i yugoiztochna Bulgaria,11200,2017
BG31,2,Severozapaden,4900,2000
BG31,2,Severozapaden,5300,2001
BG31,2,Severozapaden,5600,2002
BG31,2,Severozapaden,5700,2003
BG31,2,Severozapaden,5900,2004
BG31,2,Severozapaden,6500,2005
BG31,2,Severozapaden,6500,2006
BG31,2,Severozapaden,7100,2007
BG31,2,Severozapaden,7400,2008
BG31,2,Severozapaden,6800,2009
BG31,2,Severozapaden,7000,2010
BG31,2,Severozapaden,7400,2011
BG31,2,Severozapaden,7700,2012
BG31,2,Severozapaden,7700,2013
BG31,2,Severozapaden,8200,2014
BG31,2,Severozapaden,8400,2015
BG31,2,Severozapaden,8600,2016
BG31,2,Severozapaden,9300,2017
BG32,2,Severen tsentralen,4600,2000
BG32,2,Severen tsentralen,5100,2001
BG32,2,Severen tsentralen,5800,2002
BG32,2,Severen tsentralen,5700,2003
BG32,2,Severen tsentralen,6000,2004
BG32,2,Severen tsentralen,6700,2005
BG32,2,Severen tsentralen,6900,2006
BG32,2,Severen tsentralen,7400,2007
BG32,2,Severen tsentralen,7800,2008
BG32,2,Severen tsentralen,7300,2009
BG32,2,Severen tsentralen,7500,2010
BG32,2,Severen tsentralen,8000,2011
BG32,2,Severen tsentralen,8500,2012
BG32,2,Severen tsentralen,8600,2013
BG32,2,Severen tsentralen,9300,2014
BG32,2,Severen tsentralen,9500,2015
BG32,2,Severen tsentralen,9800,2016
BG32,2,Severen tsentralen,10200,2017
BG33,2,Severoiztochen,5300,2000
BG33,2,Severoiztochen,5400,2001
BG33,2,Severoiztochen,5900,2002
BG33,2,Severoiztochen,6300,2003
BG33,2,Severoiztochen,6800,2004
BG33,2,Severoiztochen,7500,2005
BG33,2,Severoiztochen,8200,2006
BG33,2,Severoiztochen,9100,2007
BG33,2,Severoiztochen,9800,2008
BG33,2,Severoiztochen,8900,2009
BG33,2,Severoiztochen,9200,2010
BG33,2,Severoiztochen,9600,2011
BG33,2,Severoiztochen,10200,2012
BG33,2,Severoiztochen,10100,2013
BG33,2,Severoiztochen,10800,2014
BG33,2,Severoiztochen,11200,2015
BG33,2,Severoiztochen,11400,2016
BG33,2,Severoiztochen,11800,2017
BG34,2,Yugoiztochen,5800,2000
BG34,2,Yugoiztochen,5700,2001
BG34,2,Yugoiztochen,5900,2002
BG34,2,Yugoiztochen,6500,2003
BG34,2,Yugoiztochen,7100,2004
BG34,2,Yugoiztochen,8100,2005
BG34,2,Yugoiztochen,8200,2006
BG34,2,Yugoiztochen,8600,2007
BG34,2,Yugoiztochen,9300,2008
BG34,2,Yugoiztochen,8900,2009
BG34,2,Yugoiztochen,9200,2010
BG34,2,Yugoiztochen,9500,2011
BG34,2,Yugoiztochen,10200,2012
BG34,2,Yugoiztochen,10300,2013
BG34,2,Yugoiztochen,10900,2014
BG34,2,Yugoiztochen,11300,2015
BG34,2,Yugoiztochen,12500,2016
BG34,2,Yugoiztochen,13000,2017
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,6100,2000
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,6700,2001
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,7600,2002
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,8200,2003
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,9100,2004
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,10200,2005
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,11400,2006
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,13200,2007
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,14200,2008
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,13700,2009
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,14800,2010
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,15000,2011
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,15400,2012
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,15200,2013
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,15700,2014
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,17000,2015
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,17600,2016
BG4,1,Yugozapadna i yuzhna tsentralna Bulgaria,18400,2017
BG41,2,Yugozapaden,7500,2000
BG41,2,Yugozapaden,8400,2001
BG41,2,Yugozapaden,9600,2002
BG41,2,Yugozapaden,10300,2003
BG41,2,Yugozapaden,11400,2004
BG41,2,Yugozapaden,12900,2005
BG41,2,Yugozapaden,14700,2006
BG41,2,Yugozapaden,17400,2007
BG41,2,Yugozapaden,18900,2008
BG41,2,Yugozapaden,18200,2009
BG41,2,Yugozapaden,19600,2010
BG41,2,Yugozapaden,19700,2011
BG41,2,Yugozapaden,20000,2012
BG41,2,Yugozapaden,19700,2013
BG41,2,Yugozapaden,20500,2014
BG41,2,Yugozapaden,22000,2015
BG41,2,Yugozapaden,22800,2016
BG41,2,Yugozapaden,23700,2017
BG42,2,Yuzhen tsentralen,4200,2000
BG42,2,Yuzhen tsentralen,4600,2001
BG42,2,Yuzhen tsentralen,4900,2002
BG42,2,Yuzhen tsentralen,5400,2003
BG42,2,Yuzhen tsentralen,6000,2004
BG42,2,Yuzhen tsentralen,6700,2005
BG42,2,Yuzhen tsentralen,7000,2006
BG42,2,Yuzhen tsentralen,7600,2007
BG42,2,Yuzhen tsentralen,7900,2008
BG42,2,Yuzhen tsentralen,7500,2009
BG42,2,Yuzhen tsentralen,8000,2010
BG42,2,Yuzhen tsentralen,8300,2011
BG42,2,Yuzhen tsentralen,8700,2012
BG42,2,Yuzhen tsentralen,8600,2013
BG42,2,Yuzhen tsentralen,8700,2014
BG42,2,Yuzhen tsentralen,9600,2015
BG42,2,Yuzhen tsentralen,9900,2016
BG42,2,Yuzhen tsentralen,10400,2017
CY,0,Cyprus,18700,2000
CY,0,Cyprus,19900,2001
CY,0,Cyprus,20200,2002
CY,0,Cyprus,20600,2003
CY,0,Cyprus,21900,2004
CY,0,Cyprus,23600,2005
CY,0,Cyprus,24800,2006
CY,0,Cyprus,27100,2007
CY,0,Cyprus,27500,2008
CY,0,Cyprus,25800,2009
CY,0,Cyprus,25400,2010
CY,0,Cyprus,25000,2011
CY,0,Cyprus,24100,2012
CY,0,Cyprus,22500,2013
CY,0,Cyprus,22400,2014
CY,0,Cyprus,23500,2015
CY,0,Cyprus,24100,2016
CY,0,Cyprus,25400,2017
CY0,1,Kypros,18700,2000
CY0,1,Kypros,19900,2001
CY0,1,Kypros,20200,2002
CY0,1,Kypros,20600,2003
CY0,1,Kypros,21900,2004
CY0,1,Kypros,23600,2005
CY0,1,Kypros,24800,2006
CY0,1,Kypros,27100,2007
CY0,1,Kypros,27500,2008
CY0,1,Kypros,25800,2009
CY0,1,Kypros,25400,2010
CY0,1,Kypros,25000,2011
CY0,1,Kypros,24100,2012
CY0,1,Kypros,22500,2013
CY0,1,Kypros,22400,2014
CY0,1,Kypros,23500,2015
CY0,1,Kypros,24100,2016
CY0,1,Kypros,25400,2017
CY00,2,Kypros,18700,2000
CY00,2,Kypros,19900,2001
CY00,2,Kypros,20200,2002
CY00,2,Kypros,20600,2003
CY00,2,Kypros,21900,2004
CY00,2,Kypros,23600,2005
CY00,2,Kypros,24800,2006
CY00,2,Kypros,27100,2007
CY00,2,Kypros,27500,2008
CY00,2,Kypros,25800,2009
CY00,2,Kypros,25400,2010
CY00,2,Kypros,25000,2011
CY00,2,Kypros,24100,2012
CY00,2,Kypros,22500,2013
CY00,2,Kypros,22400,2014
CY00,2,Kypros,23500,2015
CY00,2,Kypros,24100,2016
CY00,2,Kypros,25400,2017
