NUTScode,NUTSlevel,regionName,Value,Year
RO4,1,Macroregiunea patru,7600,2005
RO4,1,Macroregiunea patru,9100,2006
RO4,1,Macroregiunea patru,10300,2007
RO4,1,Macroregiunea patru,11700,2008
RO4,1,Macroregiunea patru,11200,2009
RO4,1,Macroregiunea patru,12200,2010
RO4,1,Macroregiunea patru,12500,2011
RO4,1,Macroregiunea patru,13000,2012
RO4,1,Macroregiunea patru,12900,2013
RO4,1,Macroregiunea patru,13000,2014
RO4,1,Macroregiunea patru,13900,2015
RO4,1,Macroregiunea patru,14900,2016
RO4,1,Macroregiunea patru,16700,2017
RO41,2,Sud-Vest Oltenia,4200,2000
RO41,2,Sud-Vest Oltenia,4800,2001
RO41,2,Sud-Vest Oltenia,4800,2002
RO41,2,Sud-Vest Oltenia,5500,2003
RO41,2,Sud-Vest Oltenia,6300,2004
RO41,2,Sud-Vest Oltenia,6300,2005
RO41,2,Sud-Vest Oltenia,7500,2006
RO41,2,Sud-Vest Oltenia,8500,2007
RO41,2,Sud-Vest Oltenia,9500,2008
RO41,2,Sud-Vest Oltenia,9200,2009
RO41,2,Sud-Vest Oltenia,10000,2010
RO41,2,Sud-Vest Oltenia,10300,2011
RO41,2,Sud-Vest Oltenia,10900,2012
RO41,2,Sud-Vest Oltenia,10800,2013
RO41,2,Sud-Vest Oltenia,10900,2014
RO41,2,Sud-Vest Oltenia,11600,2015
RO41,2,Sud-Vest Oltenia,12400,2016
RO41,2,Sud-Vest Oltenia,13600,2017
RO42,2,Vest,5300,2000
RO42,2,Vest,6000,2001
RO42,2,Vest,6600,2002
RO42,2,Vest,7300,2003
RO42,2,Vest,8600,2004
RO42,2,Vest,9000,2005
RO42,2,Vest,10900,2006
RO42,2,Vest,12400,2007
RO42,2,Vest,14300,2008
RO42,2,Vest,13500,2009
RO42,2,Vest,14800,2010
RO42,2,Vest,15100,2011
RO42,2,Vest,15400,2012
RO42,2,Vest,15200,2013
RO42,2,Vest,15400,2014
RO42,2,Vest,16500,2015
RO42,2,Vest,17600,2016
RO42,2,Vest,20000,2017
SE,0,Sweden,25600,2000
SE,0,Sweden,25700,2001
SE,0,Sweden,26300,2002
SE,0,Sweden,26700,2003
SE,0,Sweden,28400,2004
SE,0,Sweden,28900,2005
SE,0,Sweden,31000,2006
SE,0,Sweden,33400,2007
SE,0,Sweden,33100,2008
SE,0,Sweden,30200,2009
SE,0,Sweden,31800,2010
SE,0,Sweden,33000,2011
SE,0,Sweden,33800,2012
SE,0,Sweden,33500,2013
SE,0,Sweden,34100,2014
SE,0,Sweden,35700,2015
SE,0,Sweden,36000,2016
SE,0,Sweden,36300,2017
SE1,1,Östra Sverige,29700,2000
SE1,1,Östra Sverige,29600,2001
SE1,1,Östra Sverige,30300,2002
SE1,1,Östra Sverige,30500,2003
SE1,1,Östra Sverige,32700,2004
SE1,1,Östra Sverige,33500,2005
SE1,1,Östra Sverige,35500,2006
SE1,1,Östra Sverige,38600,2007
SE1,1,Östra Sverige,38000,2008
SE1,1,Östra Sverige,35800,2009
SE1,1,Östra Sverige,36900,2010
SE1,1,Östra Sverige,38700,2011
SE1,1,Östra Sverige,39700,2012
SE1,1,Östra Sverige,39300,2013
SE1,1,Östra Sverige,40000,2014
SE1,1,Östra Sverige,41900,2015
SE1,1,Östra Sverige,42200,2016
SE1,1,Östra Sverige,42000,2017
SE11,2,Stockholm,36000,2000
SE11,2,Stockholm,35500,2001
SE11,2,Stockholm,36200,2002
SE11,2,Stockholm,36400,2003
SE11,2,Stockholm,39400,2004
SE11,2,Stockholm,40400,2005
SE11,2,Stockholm,42400,2006
SE11,2,Stockholm,46200,2007
SE11,2,Stockholm,45400,2008
SE11,2,Stockholm,43400,2009
SE11,2,Stockholm,44100,2010
SE11,2,Stockholm,46200,2011
SE11,2,Stockholm,47400,2012
SE11,2,Stockholm,46700,2013
SE11,2,Stockholm,47900,2014
SE11,2,Stockholm,50300,2015
SE11,2,Stockholm,50400,2016
SE11,2,Stockholm,49700,2017
SE12,2,Östra Mellansverige,22100,2000
SE12,2,Östra Mellansverige,22300,2001
SE12,2,Östra Mellansverige,23000,2002
SE12,2,Östra Mellansverige,23200,2003
SE12,2,Östra Mellansverige,24600,2004
SE12,2,Östra Mellansverige,25000,2005
SE12,2,Östra Mellansverige,26900,2006
SE12,2,Östra Mellansverige,29000,2007
SE12,2,Östra Mellansverige,28600,2008
SE12,2,Östra Mellansverige,26000,2009
SE12,2,Östra Mellansverige,27600,2010
SE12,2,Östra Mellansverige,28700,2011
SE12,2,Östra Mellansverige,29600,2012
SE12,2,Östra Mellansverige,29300,2013
SE12,2,Östra Mellansverige,29400,2014
SE12,2,Östra Mellansverige,30600,2015
SE12,2,Östra Mellansverige,31100,2016
SE12,2,Östra Mellansverige,31400,2017
SE2,1,Södra Sverige,23800,2000
SE2,1,Södra Sverige,23900,2001
SE2,1,Södra Sverige,24300,2002
SE2,1,Södra Sverige,24900,2003
SE2,1,Södra Sverige,26100,2004
SE2,1,Södra Sverige,26300,2005
SE2,1,Södra Sverige,28500,2006
SE2,1,Södra Sverige,31000,2007
SE2,1,Södra Sverige,30500,2008
SE2,1,Södra Sverige,27100,2009
SE2,1,Södra Sverige,28700,2010
SE2,1,Södra Sverige,29600,2011
SE2,1,Södra Sverige,30100,2012
SE2,1,Södra Sverige,30200,2013
SE2,1,Södra Sverige,30700,2014
SE2,1,Södra Sverige,32300,2015
SE2,1,Södra Sverige,32600,2016
SE2,1,Södra Sverige,33300,2017
SE21,2,Småland med öarna,22600,2000
SE21,2,Småland med öarna,22500,2001
SE21,2,Småland med öarna,23200,2002
SE21,2,Småland med öarna,23600,2003
SE21,2,Småland med öarna,24900,2004
SE21,2,Småland med öarna,24300,2005
SE21,2,Småland med öarna,26900,2006
SE21,2,Småland med öarna,29200,2007
SE21,2,Småland med öarna,29100,2008
SE21,2,Småland med öarna,25100,2009
SE21,2,Småland med öarna,26800,2010
SE21,2,Småland med öarna,28100,2011
SE21,2,Småland med öarna,28700,2012
SE21,2,Småland med öarna,28600,2013
SE21,2,Småland med öarna,28800,2014
SE21,2,Småland med öarna,30000,2015
SE21,2,Småland med öarna,30600,2016
SE21,2,Småland med öarna,31300,2017
SE22,2,Sydsverige,23300,2000
SE22,2,Sydsverige,23000,2001
SE22,2,Sydsverige,23800,2002
SE22,2,Sydsverige,23900,2003
SE22,2,Sydsverige,25100,2004
SE22,2,Sydsverige,25600,2005
SE22,2,Sydsverige,27300,2006
SE22,2,Sydsverige,30600,2007
SE22,2,Sydsverige,28900,2008
SE22,2,Sydsverige,25900,2009
SE22,2,Sydsverige,27300,2010
SE22,2,Sydsverige,27800,2011
SE22,2,Sydsverige,28500,2012
SE22,2,Sydsverige,28400,2013
SE22,2,Sydsverige,29000,2014
SE22,2,Sydsverige,30200,2015
SE22,2,Sydsverige,30200,2016
SE22,2,Sydsverige,31300,2017
SE23,2,Västsverige,24700,2000
SE23,2,Västsverige,25100,2001
SE23,2,Västsverige,25200,2002
SE23,2,Västsverige,26300,2003
SE23,2,Västsverige,27400,2004
SE23,2,Västsverige,27800,2005
SE23,2,Västsverige,30200,2006
SE23,2,Västsverige,32200,2007
SE23,2,Västsverige,32200,2008
SE23,2,Västsverige,28800,2009
SE23,2,Västsverige,30500,2010
SE23,2,Västsverige,31600,2011
SE23,2,Västsverige,32000,2012
SE23,2,Västsverige,32100,2013
SE23,2,Västsverige,32700,2014
SE23,2,Västsverige,35000,2015
SE23,2,Västsverige,35300,2016
SE23,2,Västsverige,35700,2017
SE3,1,Norra Sverige,22000,2000
SE3,1,Norra Sverige,22300,2001
SE3,1,Norra Sverige,22800,2002
SE3,1,Norra Sverige,23200,2003
SE3,1,Norra Sverige,24800,2004
SE3,1,Norra Sverige,25400,2005
SE3,1,Norra Sverige,27400,2006
SE3,1,Norra Sverige,28600,2007
SE3,1,Norra Sverige,29000,2008
SE3,1,Norra Sverige,25600,2009
SE3,1,Norra Sverige,28500,2010
SE3,1,Norra Sverige,29000,2011
SE3,1,Norra Sverige,29700,2012
SE3,1,Norra Sverige,29100,2013
SE3,1,Norra Sverige,29100,2014
SE3,1,Norra Sverige,30000,2015
SE3,1,Norra Sverige,30200,2016
SE3,1,Norra Sverige,30700,2017
SE31,2,Norra Mellansverige,21800,2000
SE31,2,Norra Mellansverige,21300,2001
SE31,2,Norra Mellansverige,22100,2002
SE31,2,Norra Mellansverige,22600,2003
SE31,2,Norra Mellansverige,24100,2004
SE31,2,Norra Mellansverige,24500,2005
SE31,2,Norra Mellansverige,26300,2006
SE31,2,Norra Mellansverige,27800,2007
SE31,2,Norra Mellansverige,27500,2008
SE31,2,Norra Mellansverige,24500,2009
SE31,2,Norra Mellansverige,26200,2010
SE31,2,Norra Mellansverige,26800,2011
SE31,2,Norra Mellansverige,27700,2012
SE31,2,Norra Mellansverige,27300,2013
SE31,2,Norra Mellansverige,27500,2014
SE31,2,Norra Mellansverige,28500,2015
SE31,2,Norra Mellansverige,28800,2016
SE31,2,Norra Mellansverige,29200,2017
SE32,2,Mellersta Norrland,22800,2000
SE32,2,Mellersta Norrland,24400,2001
SE32,2,Mellersta Norrland,24000,2002
SE32,2,Mellersta Norrland,23900,2003
SE32,2,Mellersta Norrland,25400,2004
SE32,2,Mellersta Norrland,26100,2005
SE32,2,Mellersta Norrland,27300,2006
SE32,2,Mellersta Norrland,28200,2007
SE32,2,Mellersta Norrland,29200,2008
SE32,2,Mellersta Norrland,27100,2009
SE32,2,Mellersta Norrland,29400,2010
SE32,2,Mellersta Norrland,29400,2011
SE32,2,Mellersta Norrland,30000,2012
SE32,2,Mellersta Norrland,29400,2013
SE32,2,Mellersta Norrland,29500,2014
SE32,2,Mellersta Norrland,30600,2015
SE32,2,Mellersta Norrland,30200,2016
SE32,2,Mellersta Norrland,30600,2017
SE33,2,Övre Norrland,21800,2000
SE33,2,Övre Norrland,22400,2001
SE33,2,Övre Norrland,23000,2002
SE33,2,Övre Norrland,23500,2003
SE33,2,Övre Norrland,25500,2004
SE33,2,Övre Norrland,26400,2005
SE33,2,Övre Norrland,29400,2006
SE33,2,Övre Norrland,30100,2007
SE33,2,Övre Norrland,31200,2008
SE33,2,Övre Norrland,26400,2009
SE33,2,Övre Norrland,31400,2010
SE33,2,Övre Norrland,32200,2011
SE33,2,Övre Norrland,32700,2012
SE33,2,Övre Norrland,31800,2013
SE33,2,Övre Norrland,31400,2014
SE33,2,Övre Norrland,32100,2015
SE33,2,Övre Norrland,32500,2016
SE33,2,Övre Norrland,33400,2017
SI,0,Slovenia,15800,2000
SI,0,Slovenia,16500,2001
SI,0,Slovenia,17400,2002
SI,0,Slovenia,17900,2003
SI,0,Slovenia,19300,2004
SI,0,Slovenia,20300,2005
SI,0,Slovenia,21300,2006
SI,0,Slovenia,22700,2007
SI,0,Slovenia,23400,2008
SI,0,Slovenia,20900,2009
SI,0,Slovenia,21200,2010
SI,0,Slovenia,21700,2011
SI,0,Slovenia,21800,2012
SI,0,Slovenia,21700,2013
SI,0,Slovenia,22800,2014
SI,0,Slovenia,23900,2015
SI,0,Slovenia,24100,2016
SI,0,Slovenia,25500,2017
SI0,1,Slovenija,15800,2000
SI0,1,Slovenija,16500,2001
SI0,1,Slovenija,17400,2002
SI0,1,Slovenija,17900,2003
SI0,1,Slovenija,19300,2004
SI0,1,Slovenija,20300,2005
SI0,1,Slovenija,21300,2006
SI0,1,Slovenija,22700,2007
SI0,1,Slovenija,23400,2008
SI0,1,Slovenija,20900,2009
SI0,1,Slovenija,21200,2010
SI0,1,Slovenija,21700,2011
SI0,1,Slovenija,21800,2012
SI0,1,Slovenija,21700,2013
SI0,1,Slovenija,22800,2014
SI0,1,Slovenija,23900,2015
SI0,1,Slovenija,24100,2016
SI0,1,Slovenija,25500,2017
SI03,2,Vzhodna Slovenija,13300,2000
SI03,2,Vzhodna Slovenija,13800,2001
SI03,2,Vzhodna Slovenija,14600,2002
SI03,2,Vzhodna Slovenija,14700,2003
SI03,2,Vzhodna Slovenija,15800,2004
SI03,2,Vzhodna Slovenija,16700,2005
SI03,2,Vzhodna Slovenija,17400,2006
SI03,2,Vzhodna Slovenija,18500,2007
SI03,2,Vzhodna Slovenija,19200,2008
SI03,2,Vzhodna Slovenija,17000,2009
SI03,2,Vzhodna Slovenija,17300,2010
SI03,2,Vzhodna Slovenija,17900,2011
SI03,2,Vzhodna Slovenija,18000,2012
SI03,2,Vzhodna Slovenija,18000,2013
SI03,2,Vzhodna Slovenija,18900,2014
SI03,2,Vzhodna Slovenija,19800,2015
SI03,2,Vzhodna Slovenija,19900,2016
SI03,2,Vzhodna Slovenija,21000,2017
SI04,2,Zahodna Slovenija,18800,2000
SI04,2,Zahodna Slovenija,19700,2001
SI04,2,Zahodna Slovenija,20900,2002
SI04,2,Zahodna Slovenija,21900,2003
SI04,2,Zahodna Slovenija,23400,2004
SI04,2,Zahodna Slovenija,24700,2005
SI04,2,Zahodna Slovenija,26000,2006
SI04,2,Zahodna Slovenija,27800,2007
SI04,2,Zahodna Slovenija,28400,2008
SI04,2,Zahodna Slovenija,25400,2009
SI04,2,Zahodna Slovenija,25700,2010
SI04,2,Zahodna Slovenija,26100,2011
SI04,2,Zahodna Slovenija,26200,2012
SI04,2,Zahodna Slovenija,25900,2013
SI04,2,Zahodna Slovenija,27100,2014
SI04,2,Zahodna Slovenija,28500,2015
SI04,2,Zahodna Slovenija,28800,2016
SI04,2,Zahodna Slovenija,30600,2017
SK,0,Slovakia,9900,2000
SK,0,Slovakia,10700,2001
SK,0,Slovakia,11400,2002
SK,0,Slovakia,12000,2003
SK,0,Slovakia,12800,2004
SK,0,Slovakia,14100,2005
SK,0,Slovakia,15600,2006
SK,0,Slovakia,17400,2007
SK,0,Slovakia,18600,2008
SK,0,Slovakia,17400,2009
SK,0,Slovakia,19000,2010
SK,0,Slovakia,19500,2011
SK,0,Slovakia,20100,2012
SK,0,Slovakia,20500,2013
SK,0,Slovakia,21300,2014
SK,0,Slovakia,22300,2015
SK,0,Slovakia,22400,2016
SK,0,Slovakia,22900,2017
SK0,1,Slovensko,9900,2000
SK0,1,Slovensko,10700,2001
SK0,1,Slovensko,11400,2002
SK0,1,Slovensko,12000,2003
SK0,1,Slovensko,12800,2004
SK0,1,Slovensko,14100,2005
SK0,1,Slovensko,15600,2006
SK0,1,Slovensko,17400,2007
SK0,1,Slovensko,18600,2008
SK0,1,Slovensko,17400,2009
SK0,1,Slovensko,19000,2010
SK0,1,Slovensko,19500,2011
SK0,1,Slovensko,20100,2012
SK0,1,Slovensko,20500,2013
SK0,1,Slovensko,21300,2014
SK0,1,Slovensko,22300,2015
SK0,1,Slovensko,22400,2016
SK0,1,Slovensko,22900,2017
SK01,2,Bratislavský kraj,21600,2000
SK01,2,Bratislavský kraj,23700,2001
SK01,2,Bratislavský kraj,25800,2002
SK01,2,Bratislavský kraj,26900,2003
SK01,2,Bratislavský kraj,29000,2004
SK01,2,Bratislavský kraj,34300,2005
SK01,2,Bratislavský kraj,36400,2006
SK01,2,Bratislavský kraj,41200,2007
SK01,2,Bratislavský kraj,43100,2008
SK01,2,Bratislavský kraj,42800,2009
SK01,2,Bratislavský kraj,46200,2010
SK01,2,Bratislavský kraj,48400,2011
SK01,2,Bratislavský kraj,48800,2012
SK01,2,Bratislavský kraj,50500,2013
SK01,2,Bratislavský kraj,51700,2014
SK01,2,Bratislavský kraj,54400,2015
SK01,2,Bratislavský kraj,53700,2016
SK01,2,Bratislavský kraj,53800,2017
SK02,2,Západné Slovensko,9400,2000
SK02,2,Západné Slovensko,10000,2001
SK02,2,Západné Slovensko,10400,2002
SK02,2,Západné Slovensko,11200,2003
SK02,2,Západné Slovensko,12100,2004
SK02,2,Západné Slovensko,13300,2005
SK02,2,Západné Slovensko,15400,2006
SK02,2,Západné Slovensko,16800,2007
SK02,2,Západné Slovensko,17800,2008
SK02,2,Západné Slovensko,16300,2009
SK02,2,Západné Slovensko,17600,2010
SK02,2,Západné Slovensko,18600,2011
SK02,2,Západné Slovensko,19300,2012
SK02,2,Západné Slovensko,19300,2013
SK02,2,Západné Slovensko,20200,2014
SK02,2,Západné Slovensko,20600,2015
SK02,2,Západné Slovensko,20900,2016
SK02,2,Západné Slovensko,21100,2017
SK03,2,Stredné Slovensko,8200,2000
SK03,2,Stredné Slovensko,9000,2001
SK03,2,Stredné Slovensko,9600,2002
SK03,2,Stredné Slovensko,9900,2003
SK03,2,Stredné Slovensko,10500,2004
SK03,2,Stredné Slovensko,10900,2005
SK03,2,Stredné Slovensko,12100,2006
SK03,2,Stredné Slovensko,13700,2007
SK03,2,Stredné Slovensko,15200,2008
SK03,2,Stredné Slovensko,14000,2009
SK03,2,Stredné Slovensko,15200,2010
SK03,2,Stredné Slovensko,15300,2011
SK03,2,Stredné Slovensko,15900,2012
SK03,2,Stredné Slovensko,16200,2013
SK03,2,Stredné Slovensko,16800,2014
SK03,2,Stredné Slovensko,17800,2015
SK03,2,Stredné Slovensko,17900,2016
SK03,2,Stredné Slovensko,18200,2017
SK04,2,Východné Slovensko,7500,2000
SK04,2,Východné Slovensko,8200,2001
SK04,2,Východné Slovensko,8700,2002
SK04,2,Východné Slovensko,8900,2003
SK04,2,Východné Slovensko,9500,2004
SK04,2,Východné Slovensko,10100,2005
SK04,2,Východné Slovensko,10800,2006
SK04,2,Východné Slovensko,11900,2007
SK04,2,Východné Slovensko,13100,2008
SK04,2,Východné Slovensko,11800,2009
SK04,2,Východné Slovensko,12900,2010
SK04,2,Východné Slovensko,13200,2011
SK04,2,Východné Slovensko,13800,2012
SK04,2,Východné Slovensko,14000,2013
SK04,2,Východné Slovensko,14700,2014
SK04,2,Východné Slovensko,15600,2015
SK04,2,Východné Slovensko,15600,2016
SK04,2,Východné Slovensko,16300,2017
UK,0,United Kingdom,22800,2000
UK,0,United Kingdom,23700,2001
UK,0,United Kingdom,24600,2002
UK,0,United Kingdom,25400,2003
UK,0,United Kingdom,26700,2004
UK,0,United Kingdom,27400,2005
UK,0,United Kingdom,28400,2006
UK,0,United Kingdom,29000,2007
UK,0,United Kingdom,28500,2008
UK,0,United Kingdom,26200,2009
UK,0,United Kingdom,27300,2010
UK,0,United Kingdom,27500,2011
UK,0,United Kingdom,28300,2012
UK,0,United Kingdom,28700,2013
UK,0,United Kingdom,29900,2014
UK,0,United Kingdom,31200,2015
UK,0,United Kingdom,31400,2016
UK,0,United Kingdom,31700,2017
UKC,1,North East (UK),15800,2000
UKC,1,North East (UK),16600,2001
UKC,1,North East (UK),17600,2002
UKC,1,North East (UK),18400,2003
UKC,1,North East (UK),20000,2004
UKC,1,North East (UK),20600,2005
UKC,1,North East (UK),21500,2006
UKC,1,North East (UK),21400,2007
UKC,1,North East (UK),21100,2008
UKC,1,North East (UK),19400,2009
UKC,1,North East (UK),20200,2010
UKC,1,North East (UK),20300,2011
UKC,1,North East (UK),20900,2012
UKC,1,North East (UK),21000,2013
UKC,1,North East (UK),21900,2014
UKC,1,North East (UK),23100,2015
UKC,1,North East (UK),22600,2016
UKC,1,North East (UK),23200,2017
UKC1,2,Tees Valley and Durham,15400,2000
UKC1,2,Tees Valley and Durham,15600,2001
UKC1,2,Tees Valley and Durham,16300,2002
UKC1,2,Tees Valley and Durham,17200,2003
UKC1,2,Tees Valley and Durham,18800,2004
UKC1,2,Tees Valley and Durham,18700,2005
UKC1,2,Tees Valley and Durham,19800,2006
UKC1,2,Tees Valley and Durham,20000,2007
UKC1,2,Tees Valley and Durham,19800,2008
UKC1,2,Tees Valley and Durham,18500,2009
UKC1,2,Tees Valley and Durham,19300,2010
UKC1,2,Tees Valley and Durham,19000,2011
UKC1,2,Tees Valley and Durham,19400,2012
UKC1,2,Tees Valley and Durham,19700,2013
UKC1,2,Tees Valley and Durham,20400,2014
UKC1,2,Tees Valley and Durham,21200,2015
UKC1,2,Tees Valley and Durham,21100,2016
UKC1,2,Tees Valley and Durham,21000,2017
UKC2,2,Northumberland and Tyne and Wear,16200,2000
UKC2,2,Northumberland and Tyne and Wear,17400,2001
UKC2,2,Northumberland and Tyne and Wear,18600,2002
UKC2,2,Northumberland and Tyne and Wear,19300,2003
UKC2,2,Northumberland and Tyne and Wear,21100,2004
UKC2,2,Northumberland and Tyne and Wear,22200,2005
UKC2,2,Northumberland and Tyne and Wear,22900,2006
UKC2,2,Northumberland and Tyne and Wear,22700,2007
UKC2,2,Northumberland and Tyne and Wear,22200,2008
UKC2,2,Northumberland and Tyne and Wear,20200,2009
UKC2,2,Northumberland and Tyne and Wear,20800,2010
UKC2,2,Northumberland and Tyne and Wear,21400,2011
UKC2,2,Northumberland and Tyne and Wear,22200,2012
UKC2,2,Northumberland and Tyne and Wear,22200,2013
UKC2,2,Northumberland and Tyne and Wear,23100,2014
UKC2,2,Northumberland and Tyne and Wear,24600,2015
UKC2,2,Northumberland and Tyne and Wear,23900,2016
UKC2,2,Northumberland and Tyne and Wear,24900,2017
UKD,1,North West (UK),18600,2000
UKD,1,North West (UK),19800,2001
UKD,1,North West (UK),20700,2002
UKD,1,North West (UK),21500,2003
UKD,1,North West (UK),22900,2004
UKD,1,North West (UK),23200,2005
UKD,1,North West (UK),24400,2006
UKD,1,North West (UK),24700,2007
UKD,1,North West (UK),24300,2008
UKD,1,North West (UK),22700,2009
UKD,1,North West (UK),23500,2010
UKD,1,North West (UK),23000,2011
UKD,1,North West (UK),23800,2012
UKD,1,North West (UK),24400,2013
UKD,1,North West (UK),25200,2014
UKD,1,North West (UK),26600,2015
UKD,1,North West (UK),27200,2016
UKD,1,North West (UK),27500,2017
UKD1,2,Cumbria,16400,2000
UKD1,2,Cumbria,16900,2001
UKD1,2,Cumbria,17700,2002
UKD1,2,Cumbria,19200,2003
UKD1,2,Cumbria,20000,2004
UKD1,2,Cumbria,19900,2005
UKD1,2,Cumbria,21700,2006
UKD1,2,Cumbria,22000,2007
UKD1,2,Cumbria,24000,2008
UKD1,2,Cumbria,22000,2009
UKD1,2,Cumbria,23500,2010
UKD1,2,Cumbria,22900,2011
UKD1,2,Cumbria,24200,2012
UKD1,2,Cumbria,25100,2013
UKD1,2,Cumbria,26200,2014
UKD1,2,Cumbria,27400,2015
UKD1,2,Cumbria,28000,2016
UKD1,2,Cumbria,26700,2017
UKD3,2,Greater Manchester,19000,2000
UKD3,2,Greater Manchester,20300,2001
UKD3,2,Greater Manchester,21200,2002
UKD3,2,Greater Manchester,21800,2003
UKD3,2,Greater Manchester,23400,2004
UKD3,2,Greater Manchester,23800,2005
UKD3,2,Greater Manchester,24800,2006
UKD3,2,Greater Manchester,25100,2007
UKD3,2,Greater Manchester,24200,2008
UKD3,2,Greater Manchester,22600,2009
UKD3,2,Greater Manchester,23400,2010
UKD3,2,Greater Manchester,22900,2011
UKD3,2,Greater Manchester,23700,2012
UKD3,2,Greater Manchester,24400,2013
UKD3,2,Greater Manchester,25000,2014
UKD3,2,Greater Manchester,26300,2015
UKD3,2,Greater Manchester,27000,2016
UKD3,2,Greater Manchester,27300,2017
UKD4,2,Lancashire,17800,2000
UKD4,2,Lancashire,18300,2001
UKD4,2,Lancashire,19100,2002
UKD4,2,Lancashire,19900,2003
UKD4,2,Lancashire,21600,2004
UKD4,2,Lancashire,21800,2005
UKD4,2,Lancashire,22000,2006
UKD4,2,Lancashire,22800,2007
UKD4,2,Lancashire,22100,2008
UKD4,2,Lancashire,20200,2009
UKD4,2,Lancashire,21000,2010
UKD4,2,Lancashire,20700,2011
UKD4,2,Lancashire,21500,2012
UKD4,2,Lancashire,22000,2013
UKD4,2,Lancashire,22600,2014
UKD4,2,Lancashire,23900,2015
UKD4,2,Lancashire,24500,2016
UKD4,2,Lancashire,25200,2017
UKD6,2,Cheshire,23100,2000
UKD6,2,Cheshire,26200,2001
UKD6,2,Cheshire,27400,2002
UKD6,2,Cheshire,27800,2003
UKD6,2,Cheshire,28900,2004
UKD6,2,Cheshire,30100,2005
UKD6,2,Cheshire,32200,2006
UKD6,2,Cheshire,32600,2007
UKD6,2,Cheshire,32300,2008
UKD6,2,Cheshire,30000,2009
UKD6,2,Cheshire,30900,2010
UKD6,2,Cheshire,30300,2011
UKD6,2,Cheshire,32500,2012
UKD6,2,Cheshire,33200,2013
UKD6,2,Cheshire,34700,2014
UKD6,2,Cheshire,36700,2015
UKD6,2,Cheshire,37500,2016
UKD6,2,Cheshire,38400,2017
UKD7,2,Merseyside,16700,2000
UKD7,2,Merseyside,17500,2001
UKD7,2,Merseyside,18700,2002
UKD7,2,Merseyside,19500,2003
UKD7,2,Merseyside,20500,2004
UKD7,2,Merseyside,20700,2005
UKD7,2,Merseyside,22200,2006
UKD7,2,Merseyside,22000,2007
UKD7,2,Merseyside,22100,2008
UKD7,2,Merseyside,21100,2009
UKD7,2,Merseyside,21700,2010
UKD7,2,Merseyside,21300,2011
UKD7,2,Merseyside,20800,2012
UKD7,2,Merseyside,21200,2013
UKD7,2,Merseyside,22300,2014
UKD7,2,Merseyside,23500,2015
UKD7,2,Merseyside,23700,2016
UKD7,2,Merseyside,23900,2017
UKE,1,Yorkshire and The Humber,18200,2000
UKE,1,Yorkshire and The Humber,19000,2001
UKE,1,Yorkshire and The Humber,20200,2002
UKE,1,Yorkshire and The Humber,21200,2003
UKE,1,Yorkshire and The Humber,22600,2004
UKE,1,Yorkshire and The Humber,22900,2005
UKE,1,Yorkshire and The Humber,23700,2006
UKE,1,Yorkshire and The Humber,24300,2007
UKE,1,Yorkshire and The Humber,23500,2008
UKE,1,Yorkshire and The Humber,21900,2009
UKE,1,Yorkshire and The Humber,22400,2010
UKE,1,Yorkshire and The Humber,22400,2011
UKE,1,Yorkshire and The Humber,22900,2012
UKE,1,Yorkshire and The Humber,23100,2013
UKE,1,Yorkshire and The Humber,23600,2014
UKE,1,Yorkshire and The Humber,24800,2015
UKE,1,Yorkshire and The Humber,24400,2016
UKE,1,Yorkshire and The Humber,24700,2017
UKE1,2,East Yorkshire and Northern Lincolnshire,17600,2000
UKE1,2,East Yorkshire and Northern Lincolnshire,18400,2001
UKE1,2,East Yorkshire and Northern Lincolnshire,19700,2002
UKE1,2,East Yorkshire and Northern Lincolnshire,20500,2003
UKE1,2,East Yorkshire and Northern Lincolnshire,21900,2004
UKE1,2,East Yorkshire and Northern Lincolnshire,22200,2005
UKE1,2,East Yorkshire and Northern Lincolnshire,22800,2006
UKE1,2,East Yorkshire and Northern Lincolnshire,23800,2007
UKE1,2,East Yorkshire and Northern Lincolnshire,22700,2008
UKE1,2,East Yorkshire and Northern Lincolnshire,22600,2009
UKE1,2,East Yorkshire and Northern Lincolnshire,22100,2010
UKE1,2,East Yorkshire and Northern Lincolnshire,21800,2011
UKE1,2,East Yorkshire and Northern Lincolnshire,22300,2012
UKE1,2,East Yorkshire and Northern Lincolnshire,21900,2013
UKE1,2,East Yorkshire and Northern Lincolnshire,22500,2014
UKE1,2,East Yorkshire and Northern Lincolnshire,23400,2015
UKE1,2,East Yorkshire and Northern Lincolnshire,23300,2016
UKE1,2,East Yorkshire and Northern Lincolnshire,23000,2017
UKE2,2,North Yorkshire,20600,2000
UKE2,2,North Yorkshire,21400,2001
UKE2,2,North Yorkshire,23600,2002
UKE2,2,North Yorkshire,24800,2003
UKE2,2,North Yorkshire,26200,2004
UKE2,2,North Yorkshire,26100,2005
UKE2,2,North Yorkshire,26700,2006
UKE2,2,North Yorkshire,27300,2007
UKE2,2,North Yorkshire,26400,2008
UKE2,2,North Yorkshire,23900,2009
UKE2,2,North Yorkshire,24900,2010
UKE2,2,North Yorkshire,25100,2011
UKE2,2,North Yorkshire,25700,2012
UKE2,2,North Yorkshire,26400,2013
UKE2,2,North Yorkshire,26900,2014
UKE2,2,North Yorkshire,28100,2015
UKE2,2,North Yorkshire,26500,2016
