Year,RegionCode,RegionName,GDPPerHead,GDPTotal,NUTSLevel,IncomePerHead,IncomeTotal,Population,CountryOrOtherGrouping
2015,FR72,Auvergne,25000,34059175000,2,0,0,1362367,EU27
2015,FR81,Languedoc-Roussillon,22800,63217172400,2,0,0,2772683,EU27
2015,FR82,Provence-Alpes-Côte d'Azur,28500,142727344500,2,0,0,5007977,EU27
2015,FR83,Corse,24500,8018433500,2,0,0,327283,EU27
2015,FRA1,Guadeloupe,19800,8586745200,2,0,0,433674,EU27
2015,FRA2,Martinique,22400,8531644800,2,0,0,380877,EU27
2015,FRA3,Guyane,15300,3975934500,2,0,0,259865,EU27
2015,FRA4,La Réunion,20400,17354830800,2,0,0,850727,EU27
2015,FRA5,Mayotte,9100,2095866500,2,0,0,230315,EU27
2015,HU11,Budapest,40100,70480481800,2,16593,29163540000,1757618,EU27
2015,HU12,Pest,16700,20476120500,2,12314,15098350000,1226115,EU27
2015,HU21,Közép-Dunántúl,18800,19992070400,2,11600,12335360000,1063408,EU27
2015,HU22,Nyugat-Dunántúl,21700,21351172500,2,11596,11409760000,983925,EU27
2015,HU23,Dél-Dunántúl,13300,12091429000,2,9470,8609890000,909130,EU27
2015,HU31,Észak-Magyarország,13400,15608494200,2,8794,10243270000,1164813,EU27
2015,HU32,Észak-Alföld,12800,18937881600,2,9096,13457380000,1479522,EU27
2015,HU33,Dél-Alföld,14500,18430080000,2,9776,12425410000,1271040,EU27
2015,HUZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU27
2015,HU10,Közép-Magyarország,30400,90705483200,2,0,0,2983733,EU27
2015,ITC1,Piemonte,29300,129636883100,2,21143,93547610000,4424467,EU27
2015,ITC2,Valle d'Aosta/Vallée d'Aoste,37100,4759855800,2,21060,2702000000,128298,EU27
2015,ITC3,Liguria,30400,48131195200,2,20193,31970780000,1583263,EU27
2015,ITC4,Lombardia,36900,369096493500,2,24655,246618170000,10002615,EU27
2015,ITH1,Provincia Autonoma di Bolzano/Bozen,44300,22970347400,2,26762,13876570000,518518,EU27
2015,ITH2,Provincia Autonoma di Trento,36600,19669425600,2,21952,11797600000,537416,EU27
2015,ITH3,Veneto,31200,153740995200,2,20619,101601920000,4927596,EU27
2015,ITH4,Friuli-Venezia Giulia,30000,36813660000,2,20561,25230920000,1227122,EU27
2015,ITH5,Emilia-Romagna,34000,151317272000,2,23114,102867680000,4450508,EU27
2015,ITI1,Toscana,29800,111829089200,2,19697,73915870000,3752654,EU27
2015,ITI2,Umbria,24700,22100621400,2,17687,15825460000,894762,EU27
2015,ITI3,Marche,26200,40630855200,2,18136,28124710000,1550796,EU27
2015,ITI4,Lazio,32100,189146842500,2,20127,118598250000,5892425,EU27
2015,ITF1,Abruzzo,24400,32490405600,2,15418,20529640000,1331574,EU27
2015,ITF2,Molise,19900,6235625200,2,13558,4248330000,313348,EU27
2015,ITF3,Campania,18000,105507522000,2,12511,73332030000,5861529,EU27
2015,ITF4,Puglia,18000,73621890000,2,12784,52288450000,4090105,EU27
2015,ITF5,Basilicata,21900,12627956100,2,13156,7586270000,576619,EU27
2015,ITF6,Calabria,16600,32812074600,2,11272,22279750000,1976631,EU27
2015,ITG1,Sicilia,17300,88092984000,2,11993,61071780000,5092080,EU27
2015,ITG2,Sardegna,20700,34430020200,2,13504,22460630000,1663286,EU27
2015,ITZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU27
2015,LT01,Sostines regionas,31500,25436974500,2,16526,13344830000,807523,EU27
2015,LT02,Vidurio ir vakaru Lietuvos regionas,17900,37835928100,2,11968,25296600000,2113739,EU27
2015,LT00,Lietuva,21600,63099259200,2,0,0,2921262,EU27
2015,LU00,Luxembourg,78000,43910724000,2,31059,17484950000,562958,EU27
2015,LV00,Latvija,18600,36941385600,2,10108,20075440000,1986096,EU27
2015,MT00,Malta,27100,11915626100,2,0,0,439691,EU27
2015,NL11,Groningen,39700,23182497400,2,19935,11640790000,583942,EU27
2015,NL12,Friesland (NL),26200,16931933400,2,20190,13047980000,646257,EU27
2015,NL13,Drenthe,26300,12849548800,2,21039,10279290000,488576,EU27
2015,NL21,Overijssel,30800,35132081600,2,21124,24095680000,1140652,EU27
2015,NL22,Gelderland,31500,63837207000,2,22338,45268800000,2026578,EU27
2015,NL23,Flevoland,27900,11209968900,2,22743,9137870000,401791,EU27
2015,NL31,Utrecht,46200,58377026400,2,26191,33093670000,1263572,EU27
2015,NL32,Noord-Holland,49100,135610713900,2,25739,71089660000,2761929,EU27
2015,NL33,Zuid-Holland,38100,137160419100,2,23934,86162170000,3600011,EU27
2015,NL34,Zeeland,30100,11459852600,2,22149,8432879999.999999,380726,EU27
2015,NL41,Noord-Brabant,37800,94074787800,2,23353,58120020000,2488751,EU27
2015,NL42,Limburg (NL),32400,36221288400,2,20981,23455960000,1117941,EU27
2015,PL21,Malopolskie,18000,59842422000,2,12048,40054670000,3324579,EU27
2015,PL22,Slaskie,20700,93889093500,2,13440,60959610000,4535705,EU27
2015,PL41,Wielkopolskie,21600,74470082400,2,13650,47060070000,3447689,EU27
2015,PL42,Zachodniopomorskie,16900,28535413400,2,11989,20243040000,1688486,EU27
2015,PL43,Lubuskie,16600,16723537200,2,10991,11072650000,1007442,EU27
2015,PL51,Dolnoslaskie,22300,63963937400,2,13538,38831090000,2868338,EU27
2015,PL52,Opolskie,16100,15406299300,2,11177,10695110000,956913,EU27
2015,PL61,Kujawsko-Pomorskie,16300,33673289800,2,10895,22506490000,2065846,EU27
2015,PL62,Warminsko-Mazurskie,14100,20001428100,2,10506,14903210000,1418541,EU27
2015,PL63,Pomorskie,19200,43613932800,2,12628,28685290000,2271559,EU27
2015,PL71,Lódzkie,18700,46560082800,2,12222,30431230000,2489844,EU27
2015,PL72,Swietokrzyskie,14400,17970494400,2,10247,12787680000,1247951,EU27
2015,PL81,Lubelskie,13700,29130447000,2,10163,21609230000,2126310,EU27
2015,PL82,Podkarpackie,14100,29388122400,2,9652,20117190000,2084264,EU27
2015,PL84,Podlaskie,14200,16505639800,2,10252,11916920000,1162369,EU27
2015,PL91,Warszawski stoleczny,43600,129058528800,2,22833,67585710000.00001,2960058,EU27
2015,PL92,Mazowiecki regionalny,17000,39945240000,2,11721,27541200000,2349720,EU27
2015,PL11,Lódzkie,18500,46062114000,2,0,0,2489844,EU27
2015,PL12,Mazowieckie,31600,167788984800,2,0,0,5309778,EU27
2015,PL31,Lubelskie,13600,28917816000,2,0,0,2126310,EU27
2015,PL32,Podkarpackie,14000,29179696000,2,0,0,2084264,EU27
2015,PL33,Swietokrzyskie,14300,17845699300,2,0,0,1247951,EU27
2015,PL34,Podlaskie,14100,16389402900,2,0,0,1162369,EU27
2015,PT11,Norte,18800,68089558000,2,11613,42060710000,3621785,EU27
2015,PT15,Algarve,23000,10153764000,2,14495,6399020000,441468,EU27
2015,PT16,Centro (PT),19400,43921444800,2,12056,27295330000,2263992,EU27
2015,PT17,Área Metropolitana de Lisboa,29600,83151372800,2,17058,47919000000,2809168,EU27
2015,PT18,Alentejo,21000,15400770000,2,12387,9083960000,733370,EU27
2015,PT20,Região Autónoma dos Açores (PT),20000,4927060000,2,13069,3219530000,246353,EU27
2015,PT30,Região Autónoma da Madeira (PT),21100,5458274600,2,11869,3070340000,258686,EU27
2015,RO11,Nord-Vest,14300,36973264900,2,7357,19021700000,2585543,EU27
2015,RO12,Centru,15100,35487219700,2,7705,18108290000,2350147,EU27
2015,RO21,Nord-Est,9900,32369020200,2,4860,15888810000,3269598,EU27
2015,RO22,Sud-Est,13900,34643692800,2,6445,16062270000,2492352,EU27
2015,RO31,Sud - Muntenia,12800,39184460800,2,5915,18106810000,3061286,EU27
2015,RO32,Bucuresti - Ilfov,39100,89312220000,2,18698,42709540000,2284200,EU27
2015,RO41,Sud-Vest Oltenia,11800,23786038800,2,5510,11107200000,2015766,EU27
2015,RO42,Vest,16900,30618659500,2,9329,16901110000,1811755,EU27
2015,SE11,Stockholm,52000,114298288000,2,26827,58968010000,2198044,EU27
2015,SE12,Östra Mellansverige,31400,50917172400,2,20013,32452950000,1621566,EU27
2015,SE21,Småland med öarna,31200,25778781600,2,19694,16271810000,826243,EU27
2015,SE22,Sydsverige,31400,45312241000,2,20294,29285560000,1443065,EU27
2015,SE23,Västsverige,35800,69547836600,2,21658,42075110000,1942677,EU27
2015,SE31,Norra Mellansverige,29300,24424040500,2,18686,15576430000,833585,EU27
2015,SE32,Mellersta Norrland,31100,11501588600,2,18999,7026160000,369826,EU27
2015,SE33,Övre Norrland,33100,16958751900,2,19668,10076780000,512349,EU27
2015,SI03,Vzhodna Slovenija,19700,21542836500,2,13401,14654640000,1093545,EU27
2015,SI04,Zahodna Slovenija,28300,27432010700,2,14701,14250190000,969329,EU27
2015,SK01,Bratislavský kraj,55300,34571735100,2,24228,15146490000,625167,EU27
2015,SK02,Západné Slovensko,20500,37614056000,2,11459,21025170000,1834832,EU27
2015,SK03,Stredné Slovensko,18000,24224544000,2,11362,15291500000,1345808,EU27
2015,SK04,Východné Slovensko,15800,25525563600,2,9552,15431020000,1615542,EU27
2015,UKC1,Tees Valley and Durham,21900,25976093700,2,15932,18896760000,1186123,EU27
2015,UKC2,Northumberland and Tyne and Wear,25000,35891075000,2,16870,24219730000,1435643,EU27
2015,UKD1,Cumbria,28100,14009114500,2,19184,9564090000,498545,EU27
2015,UKD3,Greater Manchester,27700,75952679800,2,17593,48238990000,2741974,EU27
2015,UKD4,Lancashire,25400,37434977200,2,16677,24578270000,1473818,EU27
2015,UKD6,Cheshire,37200,34055521200,2,22644,20730190000,915471,EU27
2015,UKD7,Merseyside,24400,37189821200,2,16559,25238980000,1524173,EU27
2015,UKE1,East Yorkshire and Northern Lincolnshire,24300,22466759400,2,16501,15255750000,924558,EU27
2015,UKE2,North Yorkshire,27500,22276320000,2,21253,17215850000,810048,EU27
2015,UKE3,South Yorkshire,22100,30295055700,2,16082,22045910000,1370817,EU27
2015,UKE4,West Yorkshire,26900,61056113600,2,17247,39146920000,2269744,EU27
2015,UKF1,Derbyshire and Nottinghamshire,25000,53885775000,2,18142,39103310000,2155431,EU27
2015,UKF2,"Leicestershire, Rutland and Northamptonshire",28000,49484596000,2,19915,35196180000,1767307,EU27
2015,UKF3,Lincolnshire,22600,16602931800,2,17604,12933010000,734643,EU27
2015,UKG1,"Herefordshire, Worcestershire and Warwickshire",30300,39980971200,2,21997,29025060000,1319504,EU27
2015,UKG2,Shropshire and Staffordshire,23600,37632560000,2,18623,29695940000,1594600,EU27
2015,UKG3,West Midlands,25900,73043594400,2,15767,44465810000,2820216,EU27
2015,UKH1,East Anglia,28100,69029448400,2,20388,50084190000,2456564,EU27
2015,UKH2,Bedfordshire and Hertfordshire,32700,59086905300,2,26495,47874550000,1806939,EU27
2015,UKH3,Essex,25300,45109444600,2,22644,40373390000,1782982,EU27
2015,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",44900,105389504500,2,28207,66207860000,2347205,EU27
2015,UKJ2,"Surrey, East and West Sussex",33700,95297534000,2,27302,77204100000,2827820,EU27
2015,UKJ3,Hampshire and Isle of Wight,32700,63640707300,2,22537,43860980000,1946199,EU27
2015,UKJ4,Kent,26100,46728056700,2,22099,39564580000,1790347,EU27
2015,UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",33000,80174127000,2,22277,54121980000,2429519,EU27
2015,UKK2,Dorset and Somerset,24900,32481303000,2,19990,26076910000,1304470,EU27
2015,UKK3,Cornwall and Isles of Scilly,20900,11504133300,2,16263,8951790000,550437,EU27
2015,UKK4,Devon,23900,27795245900,2,17739,20630060000,1162981,EU27
2015,UKL1,West Wales and The Valleys,20100,39173814600,2,15127,29482440000,1948946,EU27
2015,UKL2,East Wales,28000,32109196000,2,17625,20211380000,1146757,EU27
2015,UKM5,North Eastern Scotland,47100,23120212500,2,27461,13480100000,490875,EU27
2015,UKM6,Highlands and Islands,29000,13568781000,2,18847,8818270000,467889,EU27
2015,UKM7,Eastern Scotland,32100,62484704400,2,20740,40371190000,1946564,EU27
2015,UKM8,West Central Scotland,27500,41537045000,2,18417,27817130000,1510438,EU27
2015,UKM9,Southern Scotland,19000,17945633000,2,18006,17007070000,944507,EU27
2015,UKN0,Northern Ireland (UK),24600,45417233400,2,16434,30341390000,1846229,EU27
2015,UKZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU27
2015,UKM2,Eastern Scotland,28200,58068142800,2,0,0,2059154,EU27
2015,UKM3,South Western Scotland,26500,61990019000,2,0,0,2339246,EU27
2015,UKI,London,55800,480053538000,1,33190,285533700000,8603110,EU27
2016,AT11,Burgenland (AT),26300,7653589300,2,23387,6805850000,291011,EU27
2016,AT12,Niederösterreich,30800,50933682800,2,25283,41810990000,1653691,EU27
2016,AT13,Wien,45400,83546260400,2,23067,42449010000,1840226,EU27
2016,AT21,Kärnten,31300,17543086600,2,22260,12476290000,560482,EU27
2016,AT22,Steiermark,33900,41765206800,2,23037,28381450000,1232012,EU27
2016,AT31,Oberösterreich,38200,55540813600,2,24723,35946130000,1453948,EU27
2016,AT32,Salzburg,45100,24616256500,2,25461,13896730000,545815,EU27
2016,AT33,Tirol,40100,29639473900,2,24716,18268480000,739139,EU27
2016,AT34,Vorarlberg,40600,15596368200,2,27689,10636790000,384147,EU27
2016,ATZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU27
2016,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,61200,73518642000,2,20359,24456830000,1201285,EU27
2016,BE21,Prov. Antwerpen,41000,74986007000,2,24193,44247720000,1828927,EU27
2016,BE22,Prov. Limburg (BE),28300,24535251000,2,22047,19113660000,866970,EU27
2016,BE23,Prov. Oost-Vlaanderen,31900,47501779600,2,25588,38102250000,1489084,EU27
2016,BE24,Prov. Vlaams-Brabant,37800,42434280000,2,29031,32590440000,1122600,EU27
2016,BE25,Prov. West-Vlaanderen,33700,39914886600,2,23539,27880000000,1184418,EU27
2016,BE31,Prov. Brabant wallon,39500,15710927500,2,26674,10609380000,397745,EU27
2016,BE32,Prov. Hainaut,21900,29373747300,2,17646,23667770000,1341267,EU27
2016,BE33,Prov. Liège,24600,27145854000,2,19274,21268780000,1103490,EU27
2016,BE34,Prov. Luxembourg (BE),21400,6061699800,2,21115,5981060000,283257,EU27
2016,BE35,Prov. Namur,23600,11612946400,2,21057,10361380000,492074,EU27
2016,BEZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU27
2016,BG31,Severozapaden,8700,6820008300,2,4952,3881570000,783909,EU27
2016,BG32,Severen tsentralen,9800,7991321800,2,6323,5156150000,815441,EU27
2016,BG33,Severoiztochen,11500,10861267000,2,6433,6075660000,944458,EU27
2016,BG34,Yugoiztochen,12600,13262445000,2,6300,6631390000,1052575,EU27
2016,BG41,Yugozapaden,23100,48999373500,2,13071,27725120000,2121185,EU27
2016,BG42,Yuzhen tsentralen,10000,14362160000,2,6455,9271360000,1436216,EU27
2016,CY00,Kypros,25400,21547302600,2,15676,13298380000,848319,EU27
2016,CZ01,Praha,53600,67935266400,2,19466,24671770000,1267449,EU27
2016,CZ02,Strední Cechy,23800,31579648800,2,16263,21578390000,1326876,EU27
2016,CZ03,Jihozápad,22500,27325125000,2,13883,16860380000.000002,1214450,EU27
2016,CZ04,Severozápad,18200,20395902800,2,12505,14013670000,1120654,EU27
2016,CZ05,Severovýchod,21300,32103551700,2,13606,20506390000,1507209,EU27
2016,CZ06,Jihovýchod,23600,39754200000,2,14186,23896460000,1684500,EU27
2016,CZ07,Strední Morava,21000,25607274000,2,12792,15598670000,1219394,EU27
2016,CZ08,Moravskoslezsko,21300,25843524300,2,12638,15333650000,1213311,EU27
2016,DE11,Stuttgart,46300,188419377900,2,30794,125318220000,4069533,EU27
2016,DE12,Karlsruhe,39600,109374289200,2,28384,78397040000,2761977,EU27
2016,DE13,Freiburg,34600,76968911000,2,28411,63201130000,2224535,EU27
2016,DE14,Tübingen,39300,71666418900,2,29093,53052980000,1823573,EU27
2016,DE21,Oberbayern,52200,239542876800,2,35005,160636200000,4588944,EU27
2016,DE22,Niederbayern,35300,42787800700,2,26749,32423330000,1212119,EU27
2016,DE23,Oberpfalz,37700,41181180300,2,26867,29347980000,1092339,EU27
2016,DE24,Oberfranken,33800,35806300400,2,25715,27240970000,1059358,EU27
2016,DE25,Mittelfranken,40000,69547440000,2,28636,49789640000,1738686,EU27
2016,DE26,Unterfranken,36500,47670752000,2,27138,35443750000,1306048,EU27
2016,DE27,Schwaben,36100,66641322000,2,28140,51947000000,1846020,EU27
2016,DE30,Berlin,35600,125313103600,2,22456,79047310000,3520031,EU27
2016,DE40,Brandenburg,25900,64356993400,2,20559,51084330000,2484826,EU27
2016,DE50,Bremen,44100,29612664900,2,23173,15560140000,671489,EU27
2016,DE60,Hamburg,58600,104742108800,2,29967,53563610000,1787408,EU27
2016,DE71,Darmstadt,47000,184351343000,2,29895,117259940000,3922369,EU27
2016,DE72,Gießen,30600,31826784600,2,24446,25426140000,1040091,EU27
2016,DE73,Kassel,33600,40780723200,2,23189,28145050000,1213712,EU27
2016,DE80,Mecklenburg-Vorpommern,24200,39019160400,2,18295,29498820000,1612362,EU27
2016,DE91,Braunschweig,40600,64885458400,2,24913,39815610000,1598164,EU27
2016,DE92,Hannover,34700,73990463000,2,24384,51993180000,2132290,EU27
2016,DE93,Lüneburg,25400,43179212600,2,24915,42354940000,1699969,EU27
2016,DE94,Weser-Ems,32100,80127249600,2,23457,58553510000,2496176,EU27
2016,DEA1,Düsseldorf,37400,193493500200,2,25507,131961130000,5173623,EU27
2016,DEA2,Köln,38500,170261283500,2,26541,117372230000,4422371,EU27
2016,DEA3,Münster,30100,78688292900,2,24035,62833450000,2614229,EU27
2016,DEA4,Detmold,34200,70383463200,2,25372,52215950000,2057996,EU27
2016,DEA5,Arnsberg,31200,112235666400,2,24105,86712610000,3597297,EU27
2016,DEB1,Koblenz,30900,45988717200,2,25279,37622820000,1488308,EU27
2016,DEB2,Trier,28400,15129106000,2,24881,13254560000,532715,EU27
2016,DEB3,Rheinhessen-Pfalz,34600,70299588000,2,26965,54786150000,2031780,EU27
2016,DEC0,Saarland,32700,32556021900,2,22159,22061480000,995597,EU27
2016,DED2,Dresden,27700,44396285800,2,19156,30701960000,1602754,EU27
2016,DED4,Chemnitz,25500,37373106000,2,18189,26657380000,1465612,EU27
2016,DED5,Leipzig,29100,29579713500,2,19892,20219960000,1016485,EU27
2016,DEE0,Sachsen-Anhalt,25100,56361297000,2,18279,41044590000,2245470,EU27
2016,DEF0,Schleswig-Holstein,29300,83760320200,2,25170,71953770000,2858714,EU27
2016,DEG0,Thüringen,26100,56655635400,2,19165,41602220000,2170714,EU27
2016,DK01,Hovedstaden,47700,85343599800,2,24036,43005000000,1789174,EU27
2016,DK02,Sjælland,25300,20935724700,2,19761,16352060000,827499,EU27
2016,DK03,Syddanmark,33500,40594295000,2,18783,22760450000,1211770,EU27
2016,DK04,Midtjylland,34100,44101836900,2,19947,25797920000,1293309,EU27
2016,DK05,Nordjylland,31300,18326118700,2,18620,10901760000,585499,EU27
2016,EE00,Eesti,22300,29345551200,2,12623,16611640000,1315944,EU27
2016,EL51,"Anatoliki Makedonia, Thraki",13900,8402605600,2,9228,5578260000,604504,EU27
2016,EL52,Kentriki Makedonia,15600,29380088400,2,10682,20118170000,1883339,EU27
2016,EL53,Dytiki Makedonia,17400,4764868200,2,10899,2984480000,273843,EU27
2016,EL54,Ipeiros,14300,4816726200,2,9840,3314490000,336834,EU27
2016,EL61,Thessalia,15400,11233406800,2,9723,7092560000,729442,EU27
2016,EL62,Ionia Nisia,18400,3792994400,2,12842,2647200000,206141,EU27
2016,EL63,Dytiki Ellada,14600,9756566800,2,8971,5995140000,668258,EU27
2016,EL64,Sterea Ellada,17900,9949357000,2,8421,4680680000,555830,EU27
2016,EL65,Peloponnisos,16500,9586929000,2,10067,5849000000,581026,EU27
2016,EL30,Attiki,27000,102094398000,2,14052,53132880000,3781274,EU27
2016,EL41,Voreio Aigaio,14900,2930144600,2,10998,2162730000,196654,EU27
2016,EL42,Notio Aigaio,21600,7231485600,2,16003,5357740000,334791,EU27
2016,EL43,Kriti,16800,10614441600,2,10827,6840420000,631812,EU27
2016,ES11,Galicia,23900,65010437800,2,14478,39380290000,2720102,EU27
2016,ES12,Principado de Asturias,23300,24253552500,2,14694,15295200000,1040925,EU27
2016,ES13,Cantabria,24400,14213097600,2,15695,9142430000,582504,EU27
2016,ES21,País Vasco,34500,74660277000,2,21138,45744820000,2164066,EU27
2016,ES22,Comunidad Foral de Navarra,32700,20845792200,2,20255,12912030000,637486,EU27
2016,ES23,La Rioja,28500,8915085000,2,17383,5437420000,312810,EU27
2016,ES24,Aragón,28900,38106701900,2,17652,23275720000,1318571,EU27
2016,ES30,Comunidad de Madrid,36500,234486037500,2,23506,151010720000,6424275,EU27
2016,ES41,Castilla y León,24900,61115904600,2,15379,37746150000,2454454,EU27
2016,ES42,Castilla-la Mancha,20900,42822010000,2,13479,27617160000,2048900,EU27
2016,ES43,Extremadura,19000,20614411000,2,11746,12744130000,1084969,EU27
2016,ES51,Cataluña,31900,236324451000,2,20092,148845960000,7408290,EU27
2016,ES52,Comunidad Valenciana,23300,114923685100,2,14486,71448970000,4932347,EU27
2016,ES53,Illes Balears,29000,32930283000,2,18438,20936610000,1135527,EU27
2016,ES61,Andalucía,19600,164713970400,2,12272,103131980000,8403774,EU27
2016,ES62,Región de Murcia,22200,32555722800,2,13514,19817550000,1466474,EU27
2016,ES63,Ciudad Autónoma de Ceuta (ES),21500,1820018000,2,14302,1210660000,84652,EU27
2016,ES64,Ciudad Autónoma de Melilla (ES),19800,1678327200,2,13107,1110970000,84764,EU27
2016,ES70,Canarias (ES),21800,46547556200,2,13996,29884450000,2135209,EU27
2016,ESZZ,Extra-Regio NUTS 2,0,0,2,0,589100000,0,EU27
2016,FI19,Länsi-Suomi,28400,39166894400,2,17887,24668820000,1379116,EU27
2016,FI1B,Helsinki-Uusimaa,42300,68537040300,2,24166,39155350000,1620261,EU27
2016,FI1C,Etelä-Suomi,28200,32725846200,2,17932,20810450000,1160491,EU27
2016,FI1D,Pohjois- ja Itä-Suomi,26600,34538956200,2,16583,21532710000,1298457,EU27
2016,FI20,Åland,38100,1104252300,2,23583,683500000,28983,EU27
2016,FR10,Île de France,51700,626455724400,2,28663,347308550000,12117132,EU27
2016,FRB0,Centre - Val de Loire,25100,64704436600,2,19170,49416450000,2577866,EU27
2016,FRC1,Bourgogne,24800,40620936800,2,18270,29924540000,1637941,EU27
2016,FRC2,Franche-Comté,23000,27149131000,2,18894,22302570000,1180397,EU27
2016,FRD1,Basse-Normandie,24200,35751845800,2,17747,26218680000,1477349,EU27
2016,FRD2,Haute-Normandie,26300,48880654000,2,18928,35179510000,1858580,EU27
2016,FRE1,Nord-Pas-de-Calais,24700,100638865600,2,17147,69865960000,4074448,EU27
2016,FRE2,Picardie,22600,43672737200,2,18402,35559580000,1932422,EU27
2016,FRF1,Alsace,28100,52944615000,2,21012,39590640000,1884150,EU27
2016,FRF2,Champagne-Ardenne,25400,33864499200,2,17800,23731910000,1333248,EU27
2016,FRF3,Lorraine,22600,52834008800,2,18582,43441670000,2337788,EU27
2016,FRG0,Pays-de-la-Loire,27400,102411116800,2,18994,70993460000,3737632,EU27
2016,FRH0,Bretagne,25800,85308448200,2,18554,61349800000,3306529,EU27
2016,FRI1,Aquitaine,26600,90261700200,2,19262,65362870000,3393297,EU27
2016,FRI2,Limousin,23300,17149149500,2,17400,12806300000,736015,EU27
2016,FRI3,Poitou-Charentes,24500,44254129500,2,17525,31656080000,1806291,EU27
2016,FRJ1,Languedoc-Roussillon,22700,63407978100,2,16811,46958520000,2793303,EU27
2016,FRJ2,Midi-Pyrénées,28200,85026722400,2,19503,58802690000,3015132,EU27
2016,FRK1,Auvergne,24000,32721408000,2,18574,25324130000,1363392,EU27
2016,FRK2,Rhône-Alpes,30500,199881658500,2,21448,140558790000,6553497,EU27
2016,FRL0,Provence-Alpes-Côte d'Azur,28300,142120562400,2,20069,100786560000,5021928,EU27
2016,FRM0,Corse,24800,8195284000,2,18139,5994070000,330455,EU27
2016,FRY1,Guadeloupe,21200,9112947200,2,15762,6775430000,429856,EU27
2016,FRY2,Martinique,22600,8508448000,2,17022,6408530000,376480,EU27
2016,FRY3,Guyane,15700,4228826400,2,11112,2993000000,269352,EU27
2016,FRY4,La Réunion,20300,17314357200,2,14593,12446720000,852924,EU27
2016,FRY5,Mayotte,9500,2289376500,2,6508,1568390000,240987,EU27
2016,FRZZ,Extra-Regio NUTS 2,0,0,2,0,927830000,0,EU27
2016,FR21,Champagne-Ardenne,24500,32745107500,2,0,0,1336535,EU27
2016,FR22,Picardie,22900,44282165100,2,0,0,1933719,EU27
2016,FR23,Haute-Normandie,26100,48614825700,2,0,0,1862637,EU27
2016,FR24,Centre (FR),25100,64772583100,2,0,0,2580581,EU27
2016,FR25,Basse-Normandie,24100,35639152300,2,0,0,1478803,EU27
2016,FR26,Bourgogne,24600,40335070200,2,0,0,1639637,EU27
2016,FR30,Nord - Pas-de-Calais,24300,99223533900,2,0,0,4083273,EU27
2016,FR41,Lorraine,23600,55138001600,2,0,0,2336356,EU27
2016,FR42,Alsace,27700,52192450800,2,0,0,1884204,EU27
2016,FR43,Franche-Comté,23800,28083952400,2,0,0,1179998,EU27
2016,FR51,Pays de la Loire,27000,101051226000,2,0,0,3742638,EU27
2016,FR52,Bretagne,26000,86039720000,2,0,0,3309220,EU27
2016,FR53,Poitou-Charentes,23900,43191363000,2,0,0,1807170,EU27
2016,FR61,Aquitaine,27000,91701828000,2,0,0,3396364,EU27
2016,FR62,Midi-Pyrénées,27900,84378723300,2,0,0,3024327,EU27
2016,FR63,Limousin,24600,18129781800,2,0,0,736983,EU27
2016,FR71,Rhône-Alpes,30000,197078280000,2,0,0,6569276,EU27
2016,FR72,Auvergne,25800,35189239200,2,0,0,1363924,EU27
2016,FR81,Languedoc-Roussillon,22300,62324129200,2,0,0,2794804,EU27
2016,FR82,Provence-Alpes-Côte d'Azur,28100,141296382100,2,0,0,5028341,EU27
2016,FR83,Corse,25000,8268800000,2,0,0,330752,EU27
2016,FRA1,Guadeloupe,19800,8545719600,2,0,0,431602,EU27
2016,FRA2,Martinique,22100,8354750300,2,0,0,378043,EU27
2016,FRA3,Guyane,14800,3948817600,2,0,0,266812,EU27
2016,FRA4,La Réunion,20500,17547836000,2,0,0,855992,EU27
2016,FRA5,Mayotte,9700,2323460400,2,0,0,239532,EU27
2016,HU11,Budapest,39800,70024398600,2,16524,29071610000,1759407,EU27
2016,HU12,Pest,16000,19752656000,2,11975,14783510000,1234541,EU27
2016,HU21,Közép-Dunántúl,18900,20047286700,2,11919,12642690000,1060703,EU27
2016,HU22,Nyugat-Dunántúl,21600,21252952800,2,11684,11496460000,983933,EU27
2016,HU23,Dél-Dunántúl,13200,11891457600,2,9768,8799470000,900868,EU27
2016,HU31,Észak-Magyarország,13200,15229024800,2,9119,10521230000,1153714,EU27
2016,HU32,Észak-Alföld,12500,18429787500,2,9428,13901150000,1474383,EU27
2016,HU33,Dél-Alföld,14200,17933691200,2,10142,12809090000,1262936,EU27
2016,HUZZ,Extra-Regio NUTS 2,0,0,2,0,0,0,EU27
2016,HU10,Közép-Magyarország,29800,89219650400,2,0,0,2993948,EU27
2016,ITC1,Piemonte,30200,133008229200,2,21364,94090950000,4404246,EU27
2016,ITC2,Valle d'Aosta/Vallée d'Aoste,37000,4711173000,2,20956,2668370000,127329,EU27
2016,ITC3,Liguria,31300,49173958900,2,20471,32161480000,1571053,EU27
2016,ITC4,Lombardia,38000,380317262000,2,24907,249281470000,10008349,EU27
