Year,RegionCode,RegionName,GDPPerHead,GDPTotal,NUTSLevel,IncomePerHead,IncomeTotal,Population,CountryOrOtherGrouping
2004,TR82,"Kastamonu, Çankiri, Sinop",6900,5056251000,2,0,0,732790,TR
2004,TR83,"Samsun, Tokat, Çorum, Amasya",5900,16015992500,2,0,0,2714575,TR
2004,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",5900,14683046800,2,0,0,2488652,TR
2004,TRA1,"Erzurum, Erzincan, Bayburt",5200,5518692400,2,0,0,1061287,TR
2004,TRA2,"Agri, Kars, Igdir, Ardahan",3600,4016916000,2,0,0,1115810,TR
2004,TRB1,"Malatya, Elazig, Bingöl, Tunceli",5100,8154374700,2,0,0,1598897,TR
2004,TRB2,"Van, Mus, Bitlis, Hakkari",3300,6466465500,2,0,0,1959535,TR
2004,TRC1,"Gaziantep, Adiyaman, Kilis",5600,12662955200,2,0,0,2261242,TR
2004,TRC2,"Sanliurfa, Diyarbakir",4100,12233633300,2,0,0,2983813,TR
2004,TRC3,"Mardin, Batman, Sirnak, Siirt",3800,7318017200,2,0,0,1925794,TR
2005,TR10,Istanbul,17100,215012595600,2,0,0,12573836,TR
2005,TR21,"Tekirdag, Edirne, Kirklareli",11400,16622499600,2,0,0,1458114,TR
2005,TR22,"Balikesir, Çanakkale",9400,14987745400,2,0,0,1594441,TR
2005,TR31,Izmir,12200,45620106600,2,0,0,3739353,TR
2005,TR32,"Aydin, Denizli, Mugla",9400,24632248800,2,0,0,2620452,TR
2005,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",8000,23312880000,2,0,0,2914110,TR
2005,TR41,"Bursa, Eskisehir, Bilecik",11600,39074623200,2,0,0,3368502,TR
2005,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",12100,36888677100,2,0,0,3048651,TR
2005,TR51,Ankara,15700,70128069200,2,0,0,4466756,TR
2005,TR52,"Konya, Karaman",7500,16388482500,2,0,0,2185131,TR
2005,TR61,"Antalya, Isparta, Burdur",12000,29523852000,2,0,0,2460321,TR
2005,TR62,"Adana, Mersin",7500,27019410000,2,0,0,3602588,TR
2005,TR63,"Hatay, Kahramanmaras, Osmaniye",5900,16776756200,2,0,0,2843518,TR
2005,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",6600,9776236800,2,0,0,1481248,TR
2005,TR72,"Kayseri, Sivas, Yozgat",7500,17217592500,2,0,0,2295679,TR
2005,TR81,"Zonguldak, Karabük, Bartin",6400,6505497600,2,0,0,1016484,TR
2005,TR82,"Kastamonu, Çankiri, Sinop",7200,5276088000,2,0,0,732790,TR
2005,TR83,"Samsun, Tokat, Çorum, Amasya",6400,17373280000,2,0,0,2714575,TR
2005,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",6900,17171698800,2,0,0,2488652,TR
2005,TRA1,"Erzurum, Erzincan, Bayburt",5500,5837078500,2,0,0,1061287,TR
2005,TRA2,"Agri, Kars, Igdir, Ardahan",3900,4351659000,2,0,0,1115810,TR
2005,TRB1,"Malatya, Elazig, Bingöl, Tunceli",5900,9433492300,2,0,0,1598897,TR
2005,TRB2,"Van, Mus, Bitlis, Hakkari",3700,7250279500,2,0,0,1959535,TR
2005,TRC1,"Gaziantep, Adiyaman, Kilis",6100,13793576200,2,0,0,2261242,TR
2005,TRC2,"Sanliurfa, Diyarbakir",4300,12830395900,2,0,0,2983813,TR
2005,TRC3,"Mardin, Batman, Sirnak, Siirt",4200,8088334800,2,0,0,1925794,TR
2006,TR10,Istanbul,19000,238902884000,2,0,0,12573836,TR
2006,TR21,"Tekirdag, Edirne, Kirklareli",12300,17934802200,2,0,0,1458114,TR
2006,TR22,"Balikesir, Çanakkale",10200,16263298200,2,0,0,1594441,TR
2006,TR31,Izmir,13800,51603071400,2,0,0,3739353,TR
2006,TR32,"Aydin, Denizli, Mugla",10700,28038836400,2,0,0,2620452,TR
2006,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",8800,25644168000,2,0,0,2914110,TR
2006,TR41,"Bursa, Eskisehir, Bilecik",13100,44127376200,2,0,0,3368502,TR
2006,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",14000,42681114000,2,0,0,3048651,TR
2006,TR51,Ankara,17500,78168230000,2,0,0,4466756,TR
2006,TR52,"Konya, Karaman",8200,17918074200,2,0,0,2185131,TR
2006,TR61,"Antalya, Isparta, Burdur",13400,32968301400,2,0,0,2460321,TR
2006,TR62,"Adana, Mersin",8300,29901480400,2,0,0,3602588,TR
2006,TR63,"Hatay, Kahramanmaras, Osmaniye",6300,17914163400,2,0,0,2843518,TR
2006,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",7100,10516860800,2,0,0,1481248,TR
2006,TR72,"Kayseri, Sivas, Yozgat",8300,19054135700,2,0,0,2295679,TR
2006,TR81,"Zonguldak, Karabük, Bartin",7200,7318684800,2,0,0,1016484,TR
2006,TR82,"Kastamonu, Çankiri, Sinop",7700,5642483000,2,0,0,732790,TR
2006,TR83,"Samsun, Tokat, Çorum, Amasya",7100,19273482500,2,0,0,2714575,TR
2006,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",7700,19162620400,2,0,0,2488652,TR
2006,TRA1,"Erzurum, Erzincan, Bayburt",6200,6579979400,2,0,0,1061287,TR
2006,TRA2,"Agri, Kars, Igdir, Ardahan",4300,4797983000,2,0,0,1115810,TR
2006,TRB1,"Malatya, Elazig, Bingöl, Tunceli",6300,10073051100,2,0,0,1598897,TR
2006,TRB2,"Van, Mus, Bitlis, Hakkari",4000,7838140000,2,0,0,1959535,TR
2006,TRC1,"Gaziantep, Adiyaman, Kilis",6800,15376445600,2,0,0,2261242,TR
2006,TRC2,"Sanliurfa, Diyarbakir",4800,14322302400,2,0,0,2983813,TR
2006,TRC3,"Mardin, Batman, Sirnak, Siirt",4700,9051231800,2,0,0,1925794,TR
2007,TR10,Istanbul,20700,260278405200,2,0,0,12573836,TR
2007,TR21,"Tekirdag, Edirne, Kirklareli",13400,19538727600,2,0,0,1458114,TR
2007,TR22,"Balikesir, Çanakkale",11000,17538851000,2,0,0,1594441,TR
2007,TR31,Izmir,14600,54594553800,2,0,0,3739353,TR
2007,TR32,"Aydin, Denizli, Mugla",11000,28824972000,2,0,0,2620452,TR
2007,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",9400,27392634000,2,0,0,2914110,TR
2007,TR41,"Bursa, Eskisehir, Bilecik",14200,47832728400,2,0,0,3368502,TR
2007,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",15100,46034630100,2,0,0,3048651,TR
2007,TR51,Ankara,19500,87101742000,2,0,0,4466756,TR
2007,TR52,"Konya, Karaman",9000,19666179000,2,0,0,2185131,TR
2007,TR61,"Antalya, Isparta, Burdur",14400,35428622400,2,0,0,2460321,TR
2007,TR62,"Adana, Mersin",9000,32423292000,2,0,0,3602588,TR
2007,TR63,"Hatay, Kahramanmaras, Osmaniye",7000,19904626000,2,0,0,2843518,TR
2007,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",7700,11405609600,2,0,0,1481248,TR
2007,TR72,"Kayseri, Sivas, Yozgat",9000,20661111000,2,0,0,2295679,TR
2007,TR81,"Zonguldak, Karabük, Bartin",8000,8131872000,2,0,0,1016484,TR
2007,TR82,"Kastamonu, Çankiri, Sinop",8500,6228715000,2,0,0,732790,TR
2007,TR83,"Samsun, Tokat, Çorum, Amasya",7600,20630770000,2,0,0,2714575,TR
2007,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",8300,20655811600,2,0,0,2488652,TR
2007,TRA1,"Erzurum, Erzincan, Bayburt",6800,7216751600,2,0,0,1061287,TR
2007,TRA2,"Agri, Kars, Igdir, Ardahan",4600,5132726000,2,0,0,1115810,TR
2007,TRB1,"Malatya, Elazig, Bingöl, Tunceli",7000,11192279000,2,0,0,1598897,TR
2007,TRB2,"Van, Mus, Bitlis, Hakkari",4400,8621954000,2,0,0,1959535,TR
2007,TRC1,"Gaziantep, Adiyaman, Kilis",7200,16280942400,2,0,0,2261242,TR
2007,TRC2,"Sanliurfa, Diyarbakir",5100,15217446300,2,0,0,2983813,TR
2007,TRC3,"Mardin, Batman, Sirnak, Siirt",5000,9628970000,2,0,0,1925794,TR
2008,TR10,Istanbul,21400,269080090400,2,0,0,12573836,TR
2008,TR21,"Tekirdag, Edirne, Kirklareli",13900,20267784600,2,0,0,1458114,TR
2008,TR22,"Balikesir, Çanakkale",11700,18654959700,2,0,0,1594441,TR
2008,TR31,Izmir,14900,55716359700,2,0,0,3739353,TR
2008,TR32,"Aydin, Denizli, Mugla",11200,29349062400,2,0,0,2620452,TR
2008,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",10100,29689121700,2,0,0,2939517,TR
2008,TR41,"Bursa, Eskisehir, Bilecik",14500,48843279000,2,0,0,3368502,TR
2008,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",15800,48168685800,2,0,0,3048651,TR
2008,TR51,Ankara,19900,88888444400,2,0,0,4466756,TR
2008,TR52,"Konya, Karaman",9400,20540231400,2,0,0,2185131,TR
2008,TR61,"Antalya, Isparta, Burdur",14500,35674654500,2,0,0,2460321,TR
2008,TR62,"Adana, Mersin",9400,33864327200,2,0,0,3602588,TR
2008,TR63,"Hatay, Kahramanmaras, Osmaniye",7400,21042033200,2,0,0,2843518,TR
2008,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",8000,11849984000,2,0,0,1481248,TR
2008,TR72,"Kayseri, Sivas, Yozgat",9300,21349814700,2,0,0,2295679,TR
2008,TR81,"Zonguldak, Karabük, Bartin",8100,8233520400,2,0,0,1016484,TR
2008,TR82,"Kastamonu, Çankiri, Sinop",8900,6521831000,2,0,0,732790,TR
2008,TR83,"Samsun, Tokat, Çorum, Amasya",8300,22643918900,2,0,0,2728183,TR
2008,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",8600,21402407200,2,0,0,2488652,TR
2008,TRA1,"Erzurum, Erzincan, Bayburt",7200,7740633600,2,0,0,1075088,TR
2008,TRA2,"Agri, Kars, Igdir, Ardahan",4700,5347053700,2,0,0,1137671,TR
2008,TRB1,"Malatya, Elazig, Bingöl, Tunceli",7200,11512058400,2,0,0,1598897,TR
2008,TRB2,"Van, Mus, Bitlis, Hakkari",4600,9013861000,2,0,0,1959535,TR
2008,TRC1,"Gaziantep, Adiyaman, Kilis",7300,16507066600,2,0,0,2261242,TR
2008,TRC2,"Sanliurfa, Diyarbakir",5100,15217446300,2,0,0,2983813,TR
2008,TRC3,"Mardin, Batman, Sirnak, Siirt",5200,10014128800,2,0,0,1925794,TR
2009,TR10,Istanbul,19700,250134130800,2,0,0,12697164,TR
2009,TR21,"Tekirdag, Edirne, Kirklareli",12800,19230182400,2,0,0,1502358,TR
2009,TR22,"Balikesir, Çanakkale",11100,17816243700,2,0,0,1605067,TR
2009,TR31,Izmir,13500,51245703000,2,0,0,3795978,TR
2009,TR32,"Aydin, Denizli, Mugla",10200,27282552000,2,0,0,2674760,TR
2009,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",9500,27684045000,2,0,0,2914110,TR
2009,TR41,"Bursa, Eskisehir, Bilecik",13100,45101610100,2,0,0,3442871,TR
2009,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",13900,43598114500,2,0,0,3136555,TR
2009,TR51,Ankara,18600,84610265400,2,0,0,4548939,TR
2009,TR52,"Konya, Karaman",9000,19800117000,2,0,0,2200013,TR
2009,TR61,"Antalya, Isparta, Burdur",13400,33689945000,2,0,0,2514175,TR
2009,TR62,"Adana, Mersin",8800,31937197600,2,0,0,3629227,TR
2009,TR63,"Hatay, Kahramanmaras, Osmaniye",6900,20060294100,2,0,0,2907289,TR
2009,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",7700,11494590800,2,0,0,1492804,TR
2009,TR72,"Kayseri, Sivas, Yozgat",8700,20007424800,2,0,0,2299704,TR
2009,TR81,"Zonguldak, Karabük, Bartin",7400,7553675800,2,0,0,1020767,TR
2009,TR82,"Kastamonu, Çankiri, Sinop",8500,6267118000,2,0,0,737308,TR
2009,TR83,"Samsun, Tokat, Çorum, Amasya",7800,21215641200,2,0,0,2719954,TR
2009,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",8100,20309834700,2,0,0,2507387,TR
2009,TRA1,"Erzurum, Erzincan, Bayburt",7300,7747395100,2,0,0,1061287,TR
2009,TRA2,"Agri, Kars, Igdir, Ardahan",4700,5360702500,2,0,0,1140575,TR
2009,TRB1,"Malatya, Elazig, Bingöl, Tunceli",7000,11367237000,2,0,0,1623891,TR
2009,TRB2,"Van, Mus, Bitlis, Hakkari",4400,8774326000,2,0,0,1994165,TR
2009,TRC1,"Gaziantep, Adiyaman, Kilis",6700,15532482700,2,0,0,2318281,TR
2009,TRC2,"Sanliurfa, Diyarbakir",4800,14721849600,2,0,0,3067052,TR
2009,TRC3,"Mardin, Batman, Sirnak, Siirt",5100,10023636900,2,0,0,1965419,TR
2010,TR10,Istanbul,21800,281550444400,2,0,0,12915158,TR
2010,TR21,"Tekirdag, Edirne, Kirklareli",15100,22830475200,2,0,0,1511952,TR
2010,TR22,"Balikesir, Çanakkale",12600,20384532000,2,0,0,1617820,TR
2010,TR31,Izmir,15200,58798281600,2,0,0,3868308,TR
2010,TR32,"Aydin, Denizli, Mugla",11800,31953196400,2,0,0,2707898,TR
2010,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",10500,30879943500,2,0,0,2940947,TR
2010,TR41,"Bursa, Eskisehir, Bilecik",14500,50867928500,2,0,0,3508133,TR
2010,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",16000,51091360000,2,0,0,3193210,TR
2010,TR51,Ankara,20000,93016040000,2,0,0,4650802,TR
2010,TR52,"Konya, Karaman",9700,21578105900,2,0,0,2224547,TR
2010,TR61,"Antalya, Isparta, Burdur",15500,40177162500,2,0,0,2592075,TR
2010,TR62,"Adana, Mersin",10200,37771762800,2,0,0,3703114,TR
2010,TR63,"Hatay, Kahramanmaras, Osmaniye",8300,24549017900,2,0,0,2957713,TR
2010,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",9200,13844058800,2,0,0,1504789,TR
2010,TR72,"Kayseri, Sivas, Yozgat",10100,23498498400,2,0,0,2326584,TR
2010,TR81,"Zonguldak, Karabük, Bartin",8700,8933377500,2,0,0,1026825,TR
2010,TR82,"Kastamonu, Çankiri, Sinop",9800,7310564800,2,0,0,745976,TR
2010,TR83,"Samsun, Tokat, Çorum, Amasya",9000,24655383000,2,0,0,2739487,TR
2010,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",9300,23497556700,2,0,0,2526619,TR
2010,TRA1,"Erzurum, Erzincan, Bayburt",8500,9028742500,2,0,0,1062205,TR
2010,TRA2,"Agri, Kars, Igdir, Ardahan",5900,6701550400,2,0,0,1135856,TR
2010,TRB1,"Malatya, Elazig, Bingöl, Tunceli",8000,13010856000,2,0,0,1626357,TR
2010,TRB2,"Van, Mus, Bitlis, Hakkari",5200,10462628800,2,0,0,2012044,TR
2010,TRC1,"Gaziantep, Adiyaman, Kilis",7700,18204717300,2,0,0,2364249,TR
2010,TRC2,"Sanliurfa, Diyarbakir",5800,18146738400,2,0,0,3128748,TR
2010,TRC3,"Mardin, Batman, Sirnak, Siirt",6300,12410344800,2,0,0,1969896,TR
2011,TR10,Istanbul,24300,322113145500,2,0,0,13255685,TR
2011,TR21,"Tekirdag, Edirne, Kirklareli",16800,25558310400,2,0,0,1521328,TR
2011,TR22,"Balikesir, Çanakkale",13700,22505264000,2,0,0,1642720,TR
2011,TR31,Izmir,17200,67920185600,2,0,0,3948848,TR
2011,TR32,"Aydin, Denizli, Mugla",13200,36157281600,2,0,0,2739188,TR
2011,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",11500,34563917000,2,0,0,3005558,TR
2011,TR41,"Bursa, Eskisehir, Bilecik",16300,58605998000,2,0,0,3595460,TR
2011,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",18600,60378334200,2,0,0,3246147,TR
2011,TR51,Ankara,21400,102114722400,2,0,0,4771716,TR
2011,TR52,"Konya, Karaman",11100,24935905800,2,0,0,2246478,TR
2011,TR61,"Antalya, Isparta, Burdur",16900,45384933100,2,0,0,2685499,TR
2011,TR62,"Adana, Mersin",11100,41437676400,2,0,0,3733124,TR
2011,TR63,"Hatay, Kahramanmaras, Osmaniye",9200,27642393600,2,0,0,3004608,TR
2011,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",10400,15561478400,2,0,0,1496296,TR
2011,TR72,"Kayseri, Sivas, Yozgat",11400,26823869400,2,0,0,2352971,TR
2011,TR81,"Zonguldak, Karabük, Bartin",10200,10557724200,2,0,0,1035071,TR
2011,TR82,"Kastamonu, Çankiri, Sinop",10900,8099016100,2,0,0,743029,TR
2011,TR83,"Samsun, Tokat, Çorum, Amasya",9700,26584654200,2,0,0,2740686,TR
2011,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",10100,25413286700,2,0,0,2516167,TR
2011,TRA1,"Erzurum, Erzincan, Bayburt",9400,10043392400,2,0,0,1068446,TR
2011,TRA2,"Agri, Kars, Igdir, Ardahan",6200,7028692000,2,0,0,1133660,TR
2011,TRB1,"Malatya, Elazig, Bingöl, Tunceli",8900,14463906200,2,0,0,1625158,TR
2011,TRB2,"Van, Mus, Bitlis, Hakkari",5800,11729763400,2,0,0,2022373,TR
2011,TRC1,"Gaziantep, Adiyaman, Kilis",8600,20767563800,2,0,0,2414833,TR
2011,TRC2,"Sanliurfa, Diyarbakir",6300,20111672700,2,0,0,3192329,TR
2011,TRC3,"Mardin, Batman, Sirnak, Siirt",6900,13700709000,2,0,0,1985610,TR
2012,TR10,Istanbul,25700,350142968000,2,0,0,13624240,TR
2012,TR21,"Tekirdag, Edirne, Kirklareli",17500,27464290000,2,0,0,1569388,TR
2012,TR22,"Balikesir, Çanakkale",14200,23298777800,2,0,0,1640759,TR
2012,TR31,Izmir,18200,72167222400,2,0,0,3965232,TR
2012,TR32,"Aydin, Denizli, Mugla",13800,38360757000,2,0,0,2779765,TR
2012,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",12800,37666496000,2,0,0,2942695,TR
2012,TR41,"Bursa, Eskisehir, Bilecik",17200,62560218400,2,0,0,3637222,TR
2012,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",19600,64983074800,2,0,0,3315463,TR
2012,TR51,Ankara,21800,106621467400,2,0,0,4890893,TR
2012,TR52,"Konya, Karaman",11600,26361696000,2,0,0,2272560,TR
2012,TR61,"Antalya, Isparta, Burdur",17000,45989318000,2,0,0,2705254,TR
2012,TR62,"Adana, Mersin",11900,44943253600,2,0,0,3776744,TR
2012,TR63,"Hatay, Kahramanmaras, Osmaniye",9500,28631005000,2,0,0,3013790,TR
2012,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",10600,15853678000,2,0,0,1495630,TR
2012,TR72,"Kayseri, Sivas, Yozgat",12000,28177212000,2,0,0,2348101,TR
2012,TR81,"Zonguldak, Karabük, Bartin",10700,10907847500,2,0,0,1019425,TR
2012,TR82,"Kastamonu, Çankiri, Sinop",11500,8509965500,2,0,0,739997,TR
2012,TR83,"Samsun, Tokat, Çorum, Amasya",10500,28535692500,2,0,0,2717685,TR
2012,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",10900,27391928900,2,0,0,2513021,TR
2012,TRA1,"Erzurum, Erzincan, Bayburt",10100,10835764800,2,0,0,1072848,TR
2012,TRA2,"Agri, Kars, Igdir, Ardahan",6800,7871312800,2,0,0,1157546,TR
2012,TRB1,"Malatya, Elazig, Bingöl, Tunceli",9400,15639823400,2,0,0,1663811,TR
2012,TRB2,"Van, Mus, Bitlis, Hakkari",6600,13503778200,2,0,0,2046027,TR
2012,TRC1,"Gaziantep, Adiyaman, Kilis",9100,22495008900,2,0,0,2471979,TR
2012,TRC2,"Sanliurfa, Diyarbakir",6600,21695500200,2,0,0,3287197,TR
2012,TRC3,"Mardin, Batman, Sirnak, Siirt",7500,15427477500,2,0,0,2056997,TR
2013,TR10,Istanbul,27100,375463454000,2,0,0,13854740,TR
2013,TR21,"Tekirdag, Edirne, Kirklareli",18200,28997095400,2,0,0,1593247,TR
2013,TR22,"Balikesir, Çanakkale",14300,23658234600,2,0,0,1654422,TR
2013,TR31,Izmir,19200,76904812800,2,0,0,4005459,TR
2013,TR32,"Aydin, Denizli, Mugla",14300,40157874900,2,0,0,2808243,TR
2013,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",13200,39148560000,2,0,0,2965800,TR
2013,TR41,"Bursa, Eskisehir, Bilecik",18400,67749480800,2,0,0,3682037,TR
2013,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",21100,71240563000,2,0,0,3376330,TR
2013,TR51,Ankara,23000,114207466000,2,0,0,4965542,TR
2013,TR52,"Konya, Karaman",12800,29282624000,2,0,0,2287705,TR
2013,TR61,"Antalya, Isparta, Burdur",17300,47809259300,2,0,0,2763541,TR
2013,TR62,"Adana, Mersin",12300,46844340900,2,0,0,3808483,TR
2013,TR63,"Hatay, Kahramanmaras, Osmaniye",10000,30389830000,2,0,0,3038983,TR
2013,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",11100,16664552100,2,0,0,1501311,TR
2013,TR72,"Kayseri, Sivas, Yozgat",12800,30101939200,2,0,0,2351714,TR
2013,TR81,"Zonguldak, Karabük, Bartin",11500,11731242000,2,0,0,1020108,TR
2013,TR82,"Kastamonu, Çankiri, Sinop",11800,8797195000,2,0,0,745525,TR
2013,TR83,"Samsun, Tokat, Çorum, Amasya",10900,29625873000,2,0,0,2717970,TR
2013,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",11300,28761596200,2,0,0,2545274,TR
2013,TRA1,"Erzurum, Erzincan, Bayburt",10500,11254719000,2,0,0,1071878,TR
2013,TRA2,"Agri, Kars, Igdir, Ardahan",6800,7849083600,2,0,0,1154277,TR
2013,TRB1,"Malatya, Elazig, Bingöl, Tunceli",9800,16403749600,2,0,0,1673852,TR
2013,TRB2,"Van, Mus, Bitlis, Hakkari",6900,14369043000,2,0,0,2082470,TR
2013,TRC1,"Gaziantep, Adiyaman, Kilis",10300,25947131700,2,0,0,2519139,TR
2013,TRC2,"Sanliurfa, Diyarbakir",6900,23144269800,2,0,0,3354242,TR
2013,TRC3,"Mardin, Batman, Sirnak, Siirt",7800,16263717600,2,0,0,2085092,TR
2014,TR10,Istanbul,29100,412069589700,2,0,0,14160467,TR
2014,TR21,"Tekirdag, Edirne, Kirklareli",19800,31949596800,2,0,0,1613616,TR
2014,TR22,"Balikesir, Çanakkale",15700,26141897300,2,0,0,1665089,TR
2014,TR31,Izmir,20800,84470339200,2,0,0,4061074,TR
2014,TR32,"Aydin, Denizli, Mugla",15700,44762050200,2,0,0,2851086,TR
2014,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",14500,43284718500,2,0,0,2985153,TR
2014,TR41,"Bursa, Eskisehir, Bilecik",19900,74616681800,2,0,0,3749582,TR
2014,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",23000,79320146000,2,0,0,3448702,TR
2014,TR51,Ankara,24500,123604533500,2,0,0,5045083,TR
2014,TR52,"Konya, Karaman",14200,32903728800,2,0,0,2317164,TR
2014,TR61,"Antalya, Isparta, Burdur",18600,52699491600,2,0,0,2833306,TR
2014,TR62,"Adana, Mersin",13500,52042959000,2,0,0,3855034,TR
2014,TR63,"Hatay, Kahramanmaras, Osmaniye",10800,33239732400,2,0,0,3077753,TR
2014,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",12300,18573984000,2,0,0,1510080,TR
2014,TR72,"Kayseri, Sivas, Yozgat",13700,32378443000,2,0,0,2363390,TR
2014,TR81,"Zonguldak, Karabük, Bartin",12600,12864058200,2,0,0,1020957,TR
2014,TR82,"Kastamonu, Çankiri, Sinop",12700,9697339000,2,0,0,763570,TR
2014,TR83,"Samsun, Tokat, Çorum, Amasya",11800,32031985000,2,0,0,2714575,TR
2014,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",12400,31665222800,2,0,0,2553647,TR
2014,TRA1,"Erzurum, Erzincan, Bayburt",11400,12110733000,2,0,0,1062345,TR
2014,TRA2,"Agri, Kars, Igdir, Ardahan",7300,8360376100,2,0,0,1145257,TR
2014,TRB1,"Malatya, Elazig, Bingöl, Tunceli",10500,17658049500,2,0,0,1681719,TR
2014,TRB2,"Van, Mus, Bitlis, Hakkari",7200,15068613600,2,0,0,2092863,TR
2014,TRC1,"Gaziantep, Adiyaman, Kilis",11600,29814412800,2,0,0,2570208,TR
2014,TRC2,"Sanliurfa, Diyarbakir",7500,25570627500,2,0,0,3409417,TR
2014,TRC3,"Mardin, Batman, Sirnak, Siirt",8300,17568834100,2,0,0,2116727,TR
2015,TR10,Istanbul,32200,462939979600,2,0,0,14377018,TR
2015,TR21,"Tekirdag, Edirne, Kirklareli",21000,34665435000,2,0,0,1650735,TR
2015,TR22,"Balikesir, Çanakkale",16600,28234060200,2,0,0,1700847,TR
2015,TR31,Izmir,22200,91310198400,2,0,0,4113072,TR
2015,TR32,"Aydin, Denizli, Mugla",16700,48683639600,2,0,0,2915188,TR
2015,TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",15700,47026037300,2,0,0,2995289,TR
2015,TR41,"Bursa, Eskisehir, Bilecik",21500,81910356000,2,0,0,3809784,TR
2015,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",25200,88763295600,2,0,0,3522353,TR
2015,TR51,Ankara,26300,135446893600,2,0,0,5150072,TR
2015,TR52,"Konya, Karaman",15600,36647052000,2,0,0,2349170,TR
2015,TR61,"Antalya, Isparta, Burdur",20000,57964800000,2,0,0,2898240,TR
2015,TR62,"Adana, Mersin",14700,57224895000,2,0,0,3892850,TR
2015,TR63,"Hatay, Kahramanmaras, Osmaniye",11900,37076603900,2,0,0,3115681,TR
2015,TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",13700,20662326300,2,0,0,1508199,TR
2015,TR72,"Kayseri, Sivas, Yozgat",14900,35432974800,2,0,0,2378052,TR
2015,TR81,"Zonguldak, Karabük, Bartin",13500,13763709000,2,0,0,1019534,TR
2015,TR82,"Kastamonu, Çankiri, Sinop",13700,10370667100,2,0,0,756983,TR
2015,TR83,"Samsun, Tokat, Çorum, Amasya",13200,35864954400,2,0,0,2717042,TR
2015,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",14300,36705812000,2,0,0,2566840,TR
2015,TRA1,"Erzurum, Erzincan, Bayburt",12300,13130988000,2,0,0,1067560,TR
2015,TRA2,"Agri, Kars, Igdir, Ardahan",8400,9565634400,2,0,0,1138766,TR
2015,TRB1,"Malatya, Elazig, Bingöl, Tunceli",11700,19782863100,2,0,0,1690843,TR
2015,TRB2,"Van, Mus, Bitlis, Hakkari",7600,16044116800,2,0,0,2111068,TR
2015,TRC1,"Gaziantep, Adiyaman, Kilis",12900,33747457800,2,0,0,2616082,TR
2015,TRC2,"Sanliurfa, Diyarbakir",8200,28541863000,2,0,0,3480715,TR
2015,TRC3,"Mardin, Batman, Sirnak, Siirt",9000,19385289000,2,0,0,2153921,TR
2016,TR10,Istanbul,31600,463174914400,2,0,0,14657434,TR
